poi_id,name,lat,lon,poi_group,poi_category,amenity,tourism,historic,leisure,geometry
5115940988,Catsaray Cafe,41.002934,28.933956,food,amenity:cafe,cafe,,,,POINT (28.933956 41.002934)
5075961009,Cengiz cafe,41.015495,28.949285,food,amenity:cafe,cafe,,,,POINT (28.949285 41.015495)
5244809852,Ceylan Cafeterya,41.007604,28.967252,food,amenity:cafe,cafe,,,,POINT (28.967252 41.007604)
5113486786,Chay,41.016365,28.965836,food,amenity:cafe,cafe,,,,POINT (28.965836 41.016365)
5113500752,Chefkat1,41.021082,28.946342,food,amenity:cafe,cafe,,,,POINT (28.946342 41.021082)
12348591901,Coffee 4,41.009125,28.975234,food,amenity:cafe,cafe,,,,POINT (28.975234 41.009125)
4145039607,Coffee Department,41.032912,28.945798,food,amenity:cafe,cafe,,,,POINT (28.945798 41.032912)
5112749114,Coffee Department,41.03292,28.945779,food,amenity:cafe,cafe,,,,POINT (28.945779 41.03292)
6968663232,Coffee Factory,41.01195,28.97828,food,amenity:cafe,cafe,,,,POINT (28.97828 41.01195)
5113486804,Coffee Gutta,41.014588,28.962591,food,amenity:cafe,cafe,,,,POINT (28.962591 41.014588)
6325038686,Coffee Me,41.013414,28.974951,food,amenity:cafe,cafe,,,,POINT (28.974951 41.013414)
4587702691,Coffetopia,41.016492,28.973394,food,amenity:cafe,cafe,,,,POINT (28.973394 41.016492)
10312923111,Cofte Budur,41.032231,28.947576,food,amenity:cafe,cafe,,,,POINT (28.947576 41.032231)
5106132743,Cucina Cafe,41.012916,28.937555,food,amenity:cafe,cafe,,,,POINT (28.937555 41.012916)
5112749116,Cumbalı Kahve,41.03303,28.945848,food,amenity:cafe,cafe,,,,POINT (28.945848 41.03303)
5113592148,DEEP LOUNGE,41.009633,28.938023,food,amenity:cafe,cafe,,,,POINT (28.938023 41.009633)
5113465240,Dayılar Çay Ocağı,41.01861,28.952442,food,amenity:cafe,cafe,,,,POINT (28.952442 41.01861)
5081265966,Dergah cafe,41.014574,28.942912,food,amenity:cafe,cafe,,,,POINT (28.942912 41.014574)
