osmid,y,x,street_count,highway,ref,railway,geometry
27412888,41.0222611,28.9612568,3,,,,POINT (28.9612568 41.0222611)
27609492,41.0408106,28.9448547,1,,,,POINT (28.9448547 41.0408106)
30215226,41.0163717,28.9623402,3,,,,POINT (28.9623402 41.0163717)
30215228,41.0157233,28.9631482,3,,,,POINT (28.9631482 41.0157233)
30215230,41.0150553,28.9639639,3,,,,POINT (28.9639639 41.0150553)
30215232,41.0150127,28.9645479,3,,,,POINT (28.9645479 41.0150127)
30215237,41.0150442,28.9667135,4,,,,POINT (28.9667135 41.0150442)
30215238,41.0151177,28.9674757,4,,,,POINT (28.9674757 41.0151177)
30215239,41.0165609,28.9661658,3,,,,POINT (28.9661658 41.0165609)
30215244,41.0141074,28.9659276,3,,,,POINT (28.9659276 41.0141074)
30215246,41.0132134,28.9659734,3,,,,POINT (28.9659734 41.0132134)
30215248,41.0126222,28.965995,4,,,,POINT (28.965995 41.0126222)
30215250,41.012003,28.9660188,3,,,,POINT (28.9660188 41.012003)
30215252,41.0116957,28.9660099,4,,,,POINT (28.9660099 41.0116957)
30215295,41.0107153,28.9593377,3,,,,POINT (28.9593377 41.0107153)
30215296,41.010362,28.9593505,3,,,,POINT (28.9593505 41.010362)
31678562,41.009673,28.9612865,3,,,,POINT (28.9612865 41.009673)
31678593,41.0124357,28.9785492,5,,,,POINT (28.9785492 41.0124357)
31678598,41.0172365,28.9748744,3,,,,POINT (28.9748744 41.0172365)
31678600,41.0176784,28.9725003,3,speed_camera,,,POINT (28.9725003 41.0176784)
31678606,41.0061266,28.9731154,3,,,,POINT (28.9731154 41.0061266)
31678611,41.0072204,28.9770894,3,,,,POINT (28.9770894 41.0072204)
31678612,41.0075591,28.9766076,3,,,,POINT (28.9766076 41.0075591)
31678616,41.0058551,28.9787115,3,,,,POINT (28.9787115 41.0058551)
31678621,41.0084746,28.9813019,4,,,,POINT (28.9813019 41.0084746)
31678629,41.0109987,28.9746557,4,traffic_signals,,,POINT (28.9746557 41.0109987)
31678630,41.0103095,28.9742002,4,,,,POINT (28.9742002 41.0103095)
31678633,41.0115634,28.9737283,3,,,,POINT (28.9737283 41.0115634)
31678636,41.0130184,28.9750091,4,,,,POINT (28.9750091 41.0130184)
31678639,41.0072804,28.9796692,3,,,,POINT (28.9796692 41.0072804)
31678645,41.0110274,28.9828462,4,,,,POINT (28.9828462 41.0110274)
31678646,41.00958,28.9818351,4,,,,POINT (28.9818351 41.00958)
31678650,41.0092236,28.9816596,3,,,,POINT (28.9816596 41.0092236)
31678651,41.009016,28.9819123,3,,,,POINT (28.9819123 41.009016)
31678652,41.0087153,28.9815823,4,,,,POINT (28.9815823 41.0087153)
31678654,41.0089151,28.9813197,3,,,,POINT (28.9813197 41.0089151)
35890182,41.0182562,28.9717712,3,,,,POINT (28.9717712 41.0182562)
35890184,41.017432,28.9722579,3,,,,POINT (28.9722579 41.017432)
35891069,41.0229648,28.9625912,3,,,,POINT (28.9625912 41.0229648)
35892065,41.0225838,28.9616052,3,,,,POINT (28.9616052 41.0225838)
35892066,41.0223447,28.9611727,3,,,,POINT (28.9611727 41.0223447)
248137248,41.0087077,28.9608523,3,,,,POINT (28.9608523 41.0087077)
248137251,41.0081341,28.9623363,3,,,,POINT (28.9623363 41.0081341)
248137261,41.0071122,28.9683904,3,,,,POINT (28.9683904 41.0071122)
248137265,41.0070517,28.9732273,3,,,,POINT (28.9732273 41.0070517)
248137270,41.0070304,28.9703471,4,,,,POINT (28.9703471 41.0070304)
248137271,41.0056799,28.9696219,3,,,,POINT (28.9696219 41.0056799)
248137282,41.0052221,28.9653761,4,,,,POINT (28.9653761 41.0052221)
248137284,41.0068392,28.9664195,4,,,,POINT (28.9664195 41.0068392)
248137285,41.0074622,28.9667771,3,,,,POINT (28.9667771 41.0074622)
248137296,41.0069285,28.9580198,3,,,,POINT (28.9580198 41.0069285)
248137297,41.0065219,28.9592514,3,,,,POINT (28.9592514 41.0065219)
248137301,41.0053656,28.9630991,4,,,,POINT (28.9630991 41.0053656)
248137304,41.0048532,28.9651379,4,,,,POINT (28.9651379 41.0048532)
248137305,41.004494,28.9666614,3,,,,POINT (28.9666614 41.004494)
248137308,41.0047199,28.9672268,3,,,,POINT (28.9672268 41.0047199)
248137315,41.0046627,28.9711774,3,,,,POINT (28.9711774 41.0046627)
248137316,41.0042856,28.9716291,3,,,,POINT (28.9716291 41.0042856)
248137320,41.0035818,28.9723649,3,,,,POINT (28.9723649 41.0035818)
248137322,41.003187,28.973797,6,,,,POINT (28.973797 41.003187)
248137337,41.0021306,28.9736437,4,crossing,,,POINT (28.9736437 41.0021306)
248137420,41.0047704,28.9673546,3,,,,POINT (28.9673546 41.0047704)
248137496,41.0039108,28.9501997,3,,,,POINT (28.9501997 41.0039108)
251298881,41.0087832,28.9674773,4,,,,POINT (28.9674773 41.0087832)
251299908,41.0126292,28.939002,4,,,,POINT (28.939002 41.0126292)
251895937,41.0196129,28.924614,3,motorway_junction,K-2,,POINT (28.924614 41.0196129)
251897318,41.0309883,28.9363232,3,,,,POINT (28.9363232 41.0309883)
252233777,41.0138201,28.9749437,4,,,,POINT (28.9749437 41.0138201)
252235307,41.0147429,28.9722246,3,,,,POINT (28.9722246 41.0147429)
252235465,41.0160348,28.9731127,4,,,,POINT (28.9731127 41.0160348)
252235555,41.0155632,28.9743734,4,,,,POINT (28.9743734 41.0155632)
252235687,41.0163048,28.9733529,3,,,,POINT (28.9733529 41.0163048)
252236136,41.015291,28.9725624,4,,,,POINT (28.9725624 41.015291)
252236332,41.0158257,28.9755642,3,,,,POINT (28.9755642 41.0158257)
256097472,41.011066,28.9554429,4,,,,POINT (28.9554429 41.011066)
256097474,41.0114658,28.9554728,3,,,,POINT (28.9554728 41.0114658)
256097475,41.0116513,28.9555545,3,,,,POINT (28.9555545 41.0116513)
256097733,41.012892,28.9577276,3,,,,POINT (28.9577276 41.012892)
256097740,41.0107324,28.9615437,4,crossing,,,POINT (28.9615437 41.0107324)
256097742,41.0106744,28.9622379,3,,,,POINT (28.9622379 41.0106744)
256098018,41.0147793,28.9540259,3,,,,POINT (28.9540259 41.0147793)
256098105,41.0146072,28.9545932,4,traffic_signals,,,POINT (28.9545932 41.0146072)
256098253,41.0135536,28.9565341,3,,,,POINT (28.9565341 41.0135536)
256098329,41.0115831,28.9555145,3,,,,POINT (28.9555145 41.0115831)
256098331,41.0115255,28.9573541,5,,,,POINT (28.9573541 41.0115255)
256098341,41.0127224,28.9562564,3,,,,POINT (28.9562564 41.0127224)
256098343,41.0115455,28.9566359,5,,,,POINT (28.9566359 41.0115455)
256098691,41.0120128,28.9573153,3,,,,POINT (28.9573153 41.0120128)
256098698,41.0111907,28.9573351,3,,,,POINT (28.9573351 41.0111907)
256098735,41.0114121,28.9539513,3,,,,POINT (28.9539513 41.0114121)
256098769,41.0122602,28.9559629,3,,,,POINT (28.9559629 41.0122602)
256098770,41.0126531,28.9548594,3,,,,POINT (28.9548594 41.0126531)
256098774,41.0124922,28.9547874,3,,,,POINT (28.9547874 41.0124922)
256098775,41.0120153,28.9551387,3,,,,POINT (28.9551387 41.0120153)
256098787,41.0112924,28.9544811,4,,,,POINT (28.9544811 41.0112924)
256098788,41.0108248,28.9544842,4,,,,POINT (28.9544842 41.0108248)
256098790,41.0102644,28.9545123,3,,,,POINT (28.9545123 41.0102644)
256098791,41.0096944,28.954521,3,,,,POINT (28.954521 41.0096944)
256098828,41.0106445,28.95544,4,,,,POINT (28.95544 41.0106445)
256099187,41.0097027,28.9540821,3,,,,POINT (28.9540821 41.0097027)
256099223,41.0109415,28.9539746,4,,,,POINT (28.9539746 41.0109415)
256099261,41.0102706,28.9554432,3,,,,POINT (28.9554432 41.0102706)
256099468,41.0120337,28.9578156,3,,,,POINT (28.9578156 41.0120337)
256099527,41.0109692,28.9573266,4,,,,POINT (28.9573266 41.0109692)
256099718,41.0110016,28.9583385,4,,,,POINT (28.9583385 41.0110016)
256099720,41.0110451,28.9593283,3,,,,POINT (28.9593283 41.0110451)
256099747,41.0102982,28.9573124,3,,,,POINT (28.9573124 41.0102982)
256099861,41.0103249,28.9583444,4,,,,POINT (28.9583444 41.0103249)
269715284,41.0173616,28.972978,3,,,,POINT (28.972978 41.0173616)
269715285,41.0171208,28.9733851,3,,,,POINT (28.9733851 41.0171208)
269716140,41.0089327,28.9751124,4,,,,POINT (28.9751124 41.0089327)
269716327,41.0086425,28.9741832,3,,,,POINT (28.9741832 41.0086425)
269716442,41.0086778,28.9734961,3,,,,POINT (28.9734961 41.0086778)
269716595,41.0107783,28.9749715,3,,,,POINT (28.9749715 41.0107783)
269716638,41.0096351,28.9738552,3,,,,POINT (28.9738552 41.0096351)
269716718,41.010209,28.972493,4,,,,POINT (28.972493 41.010209)
269719185,41.0144345,28.9762859,3,,,,POINT (28.9762859 41.0144345)
269722101,41.0080518,28.9657029,4,,,,POINT (28.9657029 41.0080518)
269722102,41.008614,28.9659596,3,,,,POINT (28.9659596 41.008614)
269722117,41.0077498,28.963925,4,,,,POINT (28.963925 41.0077498)
269722142,41.0070084,28.9637429,3,,,,POINT (28.9637429 41.0070084)
269722143,41.0066107,28.9637404,4,,,,POINT (28.9637404 41.0066107)
269722222,41.0054647,28.96452,4,,,,POINT (28.96452 41.0054647)
269722223,41.0050366,28.9643101,3,,,,POINT (28.9643101 41.0050366)
269722234,41.0049132,28.9666152,4,,,,POINT (28.9666152 41.0049132)
269722235,41.0045775,28.9662648,3,,,,POINT (28.9662648 41.0045775)
269722257,41.0050434,28.962,3,,,,POINT (28.962 41.0050434)
269722259,41.0054513,28.9606599,3,,,,POINT (28.9606599 41.0054513)
269722260,41.0055134,28.9601981,4,,,,POINT (28.9601981 41.0055134)
269722703,41.007054,28.9697408,4,,,,POINT (28.9697408 41.007054)
269722711,41.0070916,28.9688574,3,,,,POINT (28.9688574 41.0070916)
269722741,41.0073008,28.9678155,3,,,,POINT (28.9678155 41.0073008)
269722769,41.0062707,28.9680029,4,,,,POINT (28.9680029 41.0062707)
269722853,41.0055469,28.9678753,4,,,,POINT (28.9678753 41.0055469)
269722855,41.005589,28.967354,4,,,,POINT (28.967354 41.005589)
269722911,41.0074068,28.9718899,3,,,,POINT (28.9718899 41.0074068)
269722919,41.0074101,28.9708804,4,,,,POINT (28.9708804 41.0074101)
269722920,41.0074013,28.970414,4,,,,POINT (28.970414 41.0074013)
269722921,41.0074121,28.9697692,4,,,,POINT (28.9697692 41.0074121)
269722924,41.007642,28.9680638,4,,,,POINT (28.9680638 41.007642)
269722929,41.0077428,28.9676582,3,,,,POINT (28.9676582 41.0077428)
269722965,41.0078254,28.9672765,4,,,,POINT (28.9672765 41.0078254)
269722975,41.008137,28.9652551,4,,,,POINT (28.9652551 41.008137)
269722982,41.0084122,28.965356,3,,,,POINT (28.965356 41.0084122)
269722986,41.007963,28.9630426,4,,,,POINT (28.9630426 41.007963)
269723024,41.0081694,28.959305,3,,,,POINT (28.959305 41.0081694)
269723025,41.0087798,28.9593377,3,,,,POINT (28.9593377 41.0087798)
269723055,41.0087498,28.9576717,4,,,,POINT (28.9576717 41.0087498)
269723072,41.0095236,28.9562435,3,,,,POINT (28.9562435 41.0095236)
269723085,41.0087391,28.9563092,4,,,,POINT (28.9563092 41.0087391)
269723087,41.0087359,28.9549153,3,,,,POINT (28.9549153 41.0087359)
269723102,41.0081537,28.9584004,3,,,,POINT (28.9584004 41.0081537)
269723103,41.0081661,28.9578668,4,,,,POINT (28.9578668 41.0081661)
269723104,41.008186,28.9562845,4,,,,POINT (28.9562845 41.008186)
269723148,41.0075404,28.957419,4,,,,POINT (28.957419 41.0075404)
269723149,41.0076594,28.9562718,4,,,,POINT (28.9562718 41.0076594)
269723150,41.0076692,28.9543076,4,,,,POINT (28.9543076 41.0076692)
269723156,41.0081753,28.9571352,3,,,,POINT (28.9571352 41.0081753)
269723200,41.0074769,28.9581309,4,,,,POINT (28.9581309 41.0074769)
269723203,41.0071329,28.9562585,3,,,,POINT (28.9562585 41.0071329)
269723208,41.0064718,28.9572643,4,,,,POINT (28.9572643 41.0064718)
269723209,41.0070456,28.957339,5,,,,POINT (28.957339 41.0070456)
275587102,41.0066097,28.9702755,4,,,,POINT (28.9702755 41.0066097)
275587103,41.0063999,28.9696786,4,,,,POINT (28.9696786 41.0063999)
275587114,41.0051624,28.9695678,4,,,,POINT (28.9695678 41.0051624)
275587910,41.0065459,28.9731744,3,,,,POINT (28.9731744 41.0065459)
275587911,41.0064549,28.9733927,3,,,,POINT (28.9733927 41.0064549)
275588161,41.0057057,28.9748014,3,,,,POINT (28.9748014 41.0057057)
275595467,41.0077204,28.9733855,3,,,,POINT (28.9733855 41.0077204)
275595498,41.0072447,28.973976,3,,,,POINT (28.973976 41.0072447)
275596558,41.0074316,28.9689961,4,,,,POINT (28.9689961 41.0074316)
275596953,41.0060189,28.9701759,3,,,,POINT (28.9701759 41.0060189)
275597707,41.0071076,28.9732425,3,,,,POINT (28.9732425 41.0071076)
275598187,41.0060596,28.9696565,4,,,,POINT (28.9696565 41.0060596)
275598190,41.0061045,28.9690413,4,,,,POINT (28.9690413 41.0061045)
275598630,41.0056654,28.9667761,4,,,,POINT (28.9667761 41.0056654)
275598824,41.005569,28.9704427,4,,,,POINT (28.9704427 41.005569)
275598825,41.0055199,28.969044,3,,,,POINT (28.969044 41.0055199)
275599016,41.0063937,28.9707835,3,,,,POINT (28.9707835 41.0063937)
275599537,41.0086134,28.9686588,3,,,,POINT (28.9686588 41.0086134)
275599852,41.0061729,28.9683988,3,,,,POINT (28.9683988 41.0061729)
275600227,41.0062583,28.9693493,4,,,,POINT (28.9693493 41.0062583)
275600228,41.0066373,28.9692458,3,,,,POINT (28.9692458 41.0066373)
275600229,41.0070815,28.9691224,3,,,,POINT (28.9691224 41.0070815)
275600904,41.0063779,28.9674606,4,,,,POINT (28.9674606 41.0063779)
275601195,41.0072566,28.9679383,3,,,,POINT (28.9679383 41.0072566)
275601197,41.0066383,28.9681747,3,,,,POINT (28.9681747 41.0066383)
275601274,41.0058461,28.9668113,3,,,,POINT (28.9668113 41.0058461)
275601319,41.0064799,28.9669562,4,,,,POINT (28.9669562 41.0064799)
275602561,41.0084084,28.9674376,3,,,,POINT (28.9674376 41.0084084)
275602992,41.0051586,28.9745998,3,,,,POINT (28.9745998 41.0051586)
275602995,41.0045653,28.9749352,3,,,,POINT (28.9749352 41.0045653)
275602996,41.0043816,28.9751159,3,,,,POINT (28.9751159 41.0043816)
275602998,41.0039522,28.9747338,4,,,,POINT (28.9747338 41.0039522)
275603001,41.0037483,28.9739649,3,,,,POINT (28.9739649 41.0037483)
275603347,41.0050165,28.9748536,3,,,,POINT (28.9748536 41.0050165)
275603350,41.005052,28.9748864,3,,,,POINT (28.9748864 41.005052)
275604237,41.0059925,28.9658624,4,,,,POINT (28.9658624 41.0059925)
275604632,41.0061457,28.96543,3,,,,POINT (28.96543 41.0061457)
275604634,41.0073697,28.9659435,3,,,,POINT (28.9659435 41.0073697)
275604700,41.0063255,28.9649119,3,,,,POINT (28.9649119 41.0063255)
275604841,41.0055843,28.9656223,4,,,,POINT (28.9656223 41.0055843)
275604973,41.00582,28.9646633,4,,,,POINT (28.9646633 41.00582)
275605019,41.0060526,28.9707136,3,,,,POINT (28.9707136 41.0060526)
275605020,41.0067676,28.9707396,4,,,,POINT (28.9707396 41.0067676)
275605024,41.0051057,28.9701951,3,,,,POINT (28.9701951 41.0051057)
275605079,41.0062264,28.9722349,3,,,,POINT (28.9722349 41.0062264)
275605220,41.0067604,28.9715854,3,,,,POINT (28.9715854 41.0067604)
275605382,41.0059752,28.9718706,4,,,,POINT (28.9718706 41.0059752)
275605862,41.0052238,28.9702643,3,,,,POINT (28.9702643 41.0052238)
275605888,41.0057149,28.9715765,3,,,,POINT (28.9715765 41.0057149)
275605890,41.0051084,28.9710897,3,,,,POINT (28.9710897 41.0051084)
275606137,41.0053232,28.9742823,4,,,,POINT (28.9742823 41.0053232)
275606140,41.0047836,28.9732527,3,,,,POINT (28.9732527 41.0047836)
275606362,41.0038734,28.9716643,3,,,,POINT (28.9716643 41.0038734)
275606363,41.0035825,28.9725973,3,,,,POINT (28.9725973 41.0035825)
275606985,41.0065561,28.9727443,4,,,,POINT (28.9727443 41.0065561)
275607229,41.0059117,28.9744272,3,,,,POINT (28.9744272 41.0059117)
275607230,41.0054833,28.9739851,4,,,,POINT (28.9739851 41.0054833)
275608252,41.0041138,28.9689774,4,,,,POINT (28.9689774 41.0041138)
275608459,41.0033576,28.9700775,4,,,,POINT (28.9700775 41.0033576)
275608460,41.0042512,28.9692199,3,,,,POINT (28.9692199 41.0042512)
275608484,41.0037664,28.969745,3,,,,POINT (28.969745 41.0037664)
275608501,41.0031536,28.9691784,3,,,,POINT (28.9691784 41.0031536)
275608502,41.0035331,28.9692987,3,,,,POINT (28.9692987 41.0035331)
275608599,41.0047417,28.962633,4,,,,POINT (28.962633 41.0047417)
275608926,41.0033267,28.9681805,3,,,,POINT (28.9681805 41.0033267)
275609038,41.0040687,28.971099,3,,,,POINT (28.971099 41.0040687)
275609040,41.0044459,28.9714579,3,,,,POINT (28.9714579 41.0044459)
275610075,41.0097294,28.9796105,3,,,,POINT (28.9796105 41.0097294)
275610450,41.0093873,28.9793299,3,,,,POINT (28.9793299 41.0093873)
275610630,41.0085702,28.9778823,3,,,,POINT (28.9778823 41.0085702)
275611240,41.0087996,28.9746871,3,,,,POINT (28.9746871 41.0087996)
275611387,41.0096979,28.9750576,3,,,,POINT (28.9750576 41.0096979)
275611750,41.0086737,28.9743132,3,,,,POINT (28.9743132 41.0086737)
275611754,41.0096495,28.9741816,3,,,,POINT (28.9741816 41.0096495)
275611820,41.0086305,28.9752991,3,,,,POINT (28.9752991 41.0086305)
275611821,41.0084967,28.9751041,3,,,,POINT (28.9751041 41.0084967)
275612016,41.0081075,28.975186,4,,,,POINT (28.975186 41.0081075)
275612067,41.0085546,28.9744477,3,,,,POINT (28.9744477 41.0085546)
275612068,41.0087531,28.9744873,3,,,,POINT (28.9744873 41.0087531)
275612347,41.0081991,28.9764131,3,,,,POINT (28.9764131 41.0081991)
275612349,41.0090399,28.9755004,3,,,,POINT (28.9755004 41.0090399)
276949333,41.0110161,28.9781009,1,,,,POINT (28.9781009 41.0110161)
277129898,41.0078444,28.9814754,3,,,,POINT (28.9814754 41.0078444)
277129904,41.0081484,28.9807783,3,,,,POINT (28.9807783 41.0081484)
277129911,41.0061013,28.980285,3,,,,POINT (28.980285 41.0061013)
277129913,41.0073039,28.9815959,3,,,,POINT (28.9815959 41.0073039)
277129942,41.010172,28.9712377,4,,,,POINT (28.9712377 41.010172)
277129953,41.0095249,28.9702715,3,,,,POINT (28.9702715 41.0095249)
277129975,41.0092701,28.9695389,3,,,,POINT (28.9695389 41.0092701)
277129977,41.0097096,28.9696905,3,,,,POINT (28.9696905 41.0097096)
277129980,41.0085386,28.9693989,4,,,,POINT (28.9693989 41.0085386)
277139018,41.0090046,28.9694966,3,,,,POINT (28.9694966 41.0090046)
278004935,41.0066234,28.9816681,3,,,,POINT (28.9816681 41.0066234)
278004940,41.0055103,28.9824511,3,,,,POINT (28.9824511 41.0055103)
278004955,41.0052111,28.9819949,3,,,,POINT (28.9819949 41.0052111)
278004957,41.0068288,28.9791606,3,,,,POINT (28.9791606 41.0068288)
278004972,41.0063936,28.9798128,3,,,,POINT (28.9798128 41.0063936)
278004973,41.0062559,28.9811167,4,,,,POINT (28.9811167 41.0062559)
278004975,41.0053456,28.9799819,3,,,,POINT (28.9799819 41.0053456)
278004976,41.0048358,28.9793458,4,,,,POINT (28.9793458 41.0048358)
278004979,41.0035403,28.979262,3,,,,POINT (28.979262 41.0035403)
278004980,41.0047875,28.9808042,3,,,,POINT (28.9808042 41.0047875)
278004986,41.0053364,28.9786106,5,,,,POINT (28.9786106 41.0053364)
278004987,41.004425,28.9800109,3,,,,POINT (28.9800109 41.004425)
278004989,41.0050957,28.9803598,4,,,,POINT (28.9803598 41.0050957)
278004997,41.0065085,28.9807645,3,,,,POINT (28.9807645 41.0065085)
278005017,41.0087278,28.9713558,3,,,,POINT (28.9713558 41.0087278)
278005018,41.0104641,28.971151,3,,,,POINT (28.971151 41.0104641)
278005023,41.0116034,28.9705975,3,,,,POINT (28.9705975 41.0116034)
278005027,41.0096253,28.9699951,3,,,,POINT (28.9699951 41.0096253)
278005045,41.0097616,28.9695072,3,,,,POINT (28.9695072 41.0097616)
278005047,41.0100938,28.9699634,4,,,,POINT (28.9699634 41.0100938)
278005078,41.0136129,28.9560398,3,,,,POINT (28.9560398 41.0136129)
278005079,41.0117569,28.9547596,3,,,,POINT (28.9547596 41.0117569)
278005084,41.0116957,28.952008,3,,,,POINT (28.952008 41.0116957)
278344475,41.0158581,28.9734733,3,,,,POINT (28.9734733 41.0158581)
278344482,41.0148392,28.9737659,3,,,,POINT (28.9737659 41.0148392)
278344485,41.0151664,28.9750226,4,,,,POINT (28.9750226 41.0151664)
278344498,41.0162973,28.9755327,3,,,,POINT (28.9755327 41.0162973)
278366484,41.0131244,28.9769137,4,,,,POINT (28.9769137 41.0131244)
278366486,41.0134945,28.9763597,4,,,,POINT (28.9763597 41.0134945)
278366489,41.0130686,28.9761612,3,,,,POINT (28.9761612 41.0130686)
278366491,41.0122172,28.9776574,3,,,,POINT (28.9776574 41.0122172)
278366493,41.0124699,28.9772133,3,,,,POINT (28.9772133 41.0124699)
278366494,41.0128226,28.9765935,3,,,,POINT (28.9765935 41.0128226)
278366496,41.0135223,28.9773422,4,,,,POINT (28.9773422 41.0135223)
278366502,41.0131063,28.9786975,3,,,,POINT (28.9786975 41.0131063)
278366504,41.0138711,28.9790721,4,,,,POINT (28.9790721 41.0138711)
278366508,41.0147884,28.9790595,3,,,,POINT (28.9790595 41.0147884)
278366509,41.0146739,28.9783668,3,,,,POINT (28.9783668 41.0146739)
278366512,41.0140798,28.9779556,3,,,,POINT (28.9779556 41.0140798)
278366513,41.0140195,28.9782872,4,,,,POINT (28.9782872 41.0140195)
278366515,41.0136785,28.9782871,3,,,,POINT (28.9782871 41.0136785)
278366550,41.0163237,28.9759226,3,,,,POINT (28.9759226 41.0163237)
278366557,41.0106746,28.9775524,4,,,,POINT (28.9775524 41.0106746)
278366563,41.0104704,28.9773034,3,,,,POINT (28.9773034 41.0104704)
278366570,41.0082392,28.9775603,3,,,,POINT (28.9775603 41.0082392)
278366574,41.0090515,28.9625989,3,,,,POINT (28.9625989 41.0090515)
278366580,41.0086636,28.9649145,3,,,,POINT (28.9649145 41.0086636)
278366582,41.0092564,28.9649471,3,,,,POINT (28.9649471 41.0092564)
278366588,41.0092982,28.9641935,3,,,,POINT (28.9641935 41.0092982)
278366590,41.0086456,28.964087,4,,,,POINT (28.964087 41.0086456)
278366595,41.0060904,28.9635489,3,,,,POINT (28.9635489 41.0060904)
278366597,41.0057989,28.9633808,3,,,,POINT (28.9633808 41.0057989)
278366600,41.0087727,28.9633083,3,,,,POINT (28.9633083 41.0087727)
278366601,41.0070675,28.9624401,3,,,,POINT (28.9624401 41.0070675)
278366661,41.0087452,28.9583823,4,,,,POINT (28.9583823 41.0087452)
278366663,41.0095382,28.9610099,3,,,,POINT (28.9610099 41.0095382)
278366669,41.0082228,28.9546269,4,,,,POINT (28.9546269 41.0082228)
278366671,41.0071773,28.9535816,4,traffic_signals,,,POINT (28.9535816 41.0071773)
278366676,41.0082379,28.9535921,3,,,,POINT (28.9535921 41.0082379)
311367407,41.0163449,28.9724442,4,,,,POINT (28.9724442 41.0163449)
311367408,41.0156177,28.9717812,3,,,,POINT (28.9717812 41.0156177)
311367410,41.0150579,28.9714275,3,,,,POINT (28.9714275 41.0150579)
311367419,41.0153505,28.9724506,3,,,,POINT (28.9724506 41.0153505)
311367420,41.0152839,28.9636967,3,,,,POINT (28.9636967 41.0152839)
311367421,41.014509,28.9625864,3,,,,POINT (28.9625864 41.014509)
311367423,41.0133042,28.9611774,5,,,,POINT (28.9611774 41.0133042)
311367424,41.012683,28.960357,3,,,,POINT (28.960357 41.012683)
311367425,41.0124841,28.9599786,3,,,,POINT (28.9599786 41.0124841)
311367428,41.0125645,28.9611585,4,,,,POINT (28.9611585 41.0125645)
311367448,41.0128774,28.9675488,3,,,,POINT (28.9675488 41.0128774)
311367450,41.0130417,28.968443,3,,,,POINT (28.968443 41.0130417)
311367453,41.0133918,28.96903,3,,,,POINT (28.96903 41.0133918)
311367456,41.0138037,28.9697287,3,,,,POINT (28.9697287 41.0138037)
311367458,41.0139152,28.9701293,4,,,,POINT (28.9701293 41.0139152)
311367463,41.0146437,28.9709876,5,,,,POINT (28.9709876 41.0146437)
311367464,41.0149629,28.9711039,3,,,,POINT (28.9711039 41.0149629)
311367465,41.0153343,28.9712061,3,,,,POINT (28.9712061 41.0153343)
311367467,41.0157824,28.9714428,3,,,,POINT (28.9714428 41.0157824)
311367472,41.0137213,28.9722195,3,,,,POINT (28.9722195 41.0137213)
311367476,41.0122725,28.9730368,3,,,,POINT (28.9730368 41.0122725)
311367479,41.0122762,28.9718297,3,,,,POINT (28.9718297 41.0122762)
311367480,41.0121586,28.9712455,3,,,,POINT (28.9712455 41.0121586)
311367483,41.012015,28.9706103,4,,,,POINT (28.9706103 41.012015)
311367504,41.0111039,28.9693712,3,,Gate 18,,POINT (28.9693712 41.0111039)
311371017,41.0116704,28.970418,4,,,,POINT (28.970418 41.0116704)
311371021,41.0105104,28.9717208,3,,,,POINT (28.9717208 41.0105104)
311371022,41.0105194,28.9725156,4,,,,POINT (28.9725156 41.0105194)
311371023,41.0106184,28.974385,3,,,,POINT (28.974385 41.0106184)
311371032,41.0145423,28.9729072,3,,,,POINT (28.9729072 41.0145423)
311371035,41.014097,28.974006,3,,,,POINT (28.974006 41.014097)
311371040,41.0105531,28.9732468,3,,,,POINT (28.9732468 41.0105531)
311371041,41.0109988,28.9731928,4,,,,POINT (28.9731928 41.0109988)
311371042,41.0116126,28.9731314,3,,,,POINT (28.9731314 41.0116126)
311371043,41.0105668,28.9736128,3,,,,POINT (28.9736128 41.0105668)
311371045,41.0112281,28.9742344,3,,,,POINT (28.9742344 41.0112281)
311371047,41.0108821,28.9725056,3,,,,POINT (28.9725056 41.0108821)
311371049,41.0109939,28.9740046,3,,,,POINT (28.9740046 41.0109939)
311371050,41.010192,28.971679,4,,,,POINT (28.971679 41.010192)
311371051,41.0093238,28.9711823,3,,,,POINT (28.9711823 41.0093238)
311371057,41.0102532,28.9735118,3,,,,POINT (28.9735118 41.0102532)
311371064,41.014668,28.9702571,3,,,,POINT (28.9702571 41.014668)
311371066,41.015459,28.970567,3,,,,POINT (28.970567 41.015459)
311371080,41.0149519,28.9694911,4,,,,POINT (28.9694911 41.0149519)
311371082,41.0156213,28.96988,4,,,,POINT (28.96988 41.0156213)
311371084,41.0162984,28.9704133,4,,,,POINT (28.9704133 41.0162984)
311371092,41.0123464,28.9692785,3,,,,POINT (28.9692785 41.0123464)
311371096,41.0116157,28.9697297,3,,,,POINT (28.9697297 41.0116157)
311371100,41.0145321,28.9674333,3,,,,POINT (28.9674333 41.0145321)
311371102,41.013225,28.9675013,3,,,,POINT (28.9675013 41.013225)
311371103,41.0111625,28.9609391,3,,,,POINT (28.9609391 41.0111625)
311371106,41.0156388,28.9612433,3,,,,POINT (28.9612433 41.0156388)
311371107,41.0171386,28.9612452,3,,,,POINT (28.9612452 41.0171386)
311371872,41.0145369,28.9598862,3,,,,POINT (28.9598862 41.0145369)
311371885,41.0145638,28.9612357,4,,,,POINT (28.9612357 41.0145638)
311371929,41.0151217,28.9583638,3,,,,POINT (28.9583638 41.0151217)
311371933,41.0154507,28.9576971,4,,,,POINT (28.9576971 41.0154507)
