poi_id,name,lat,lon,poi_group,poi_category,amenity,tourism,historic,leisure,geometry,nearest_edge_u,nearest_edge_v,nearest_edge_key,distance_to_edge_m
5088194885,Valide Kebap ve Lahmacun Salonu,41.003521,28.931819,food,amenity:restaurant,restaurant,,,,POINT (28.931819 41.003521),2370778797,2370778799,0,4.686924785312176
5026474516,Van Restaurant,41.01318,28.944619,food,amenity:restaurant,restaurant,,,,POINT (28.944619 41.01318),1059239838,1059239841,0,5.200226663264466
5111205419,Vanlioglu,41.019463,28.961055,food,amenity:restaurant,restaurant,,,,POINT (28.961055 41.019463),1260180638,10617560380,0,1.0591307927267086
5110347208,Vanlı oğlu kebap,41.019424,28.960955,food,amenity:restaurant,restaurant,,,,POINT (28.960955 41.019424),10617560380,1260180638,0,0.2905928124786227
5112834054,Vatan lokantası,41.008175,28.951817,food,amenity:restaurant,restaurant,,,,POINT (28.951817 41.008175),1058892571,1058892587,0,6.292098022094379
5110342184,Vefa restaurant ve kafe,41.015705,28.9573,food,amenity:restaurant,restaurant,,,,POINT (28.9573 41.015705),311371933,2195426961,0,5.430375335501414
5244807402,Vejetaryen Mutfak,41.010775,28.97039,food,amenity:restaurant,restaurant,,,,POINT (28.97039 41.010775),10226426310,10226426312,0,3.8201108968538557
5106118232,Venezia restaurant,41.012094,28.957386,food,amenity:restaurant,restaurant,,,,POINT (28.957386 41.012094),256099468,256098691,0,8.17065247765628
5110342721,Vezneciler pilavcısı,41.011188,28.961163,food,amenity:restaurant,restaurant,,,,POINT (28.961163 41.011188),10253938200,10178682993,0,1.6298809755334496
5115939943,Vitamin Et Lokantası,41.01204,28.968168,food,amenity:restaurant,restaurant,,,,POINT (28.968168 41.01204),3370550735,3082166486,0,3.2884444548696625
5112725537,Volkan Köfte ve Döner Salonu,41.003687,28.928013,food,amenity:restaurant,restaurant,,,,POINT (28.928013 41.003687),1057576502,1055513056,0,8.8816961924124
5244801888,Warung Ibu Deden Restaurant,41.003725,28.97423,food,amenity:restaurant,restaurant,,,,POINT (28.97423 41.003725),275603001,275602998,0,10.121091848093135
12783839101,Warung Nusantara Indonesian Restaurant,41.01581,28.931284,food,amenity:restaurant,restaurant,,,,POINT (28.931284 41.01581),809761579,915823979,0,4.116472134444653
5113620665,West Town Cafe & Restaurant,41.005016,28.979172,food,amenity:restaurant,restaurant,,,,POINT (28.979172 41.005016),278004986,278004976,0,5.108784174416533
8572555517,YONCA,41.00688,28.95841,food,amenity:restaurant,restaurant,,,,POINT (28.95841 41.00688),248137296,3081558890,0,6.671911355536361
6515323886,Yabaci,41.006108,28.97325,food,amenity:restaurant,restaurant,,,,POINT (28.97325 41.006108),31678606,1185323535,0,7.986414374499921
5112834047,Yakamoz restaurant,41.008511,28.951616,food,amenity:restaurant,restaurant,,,,POINT (28.951616 41.008511),1058892571,4286601068,0,1.70558026335714
5115933923,Yaman Dondurma,41.00405,28.932567,food,amenity:restaurant,restaurant,,,,POINT (28.932567 41.00405),1036041038,1036041045,0,4.522699312594701
5113611497,Yaprak pide,41.029976,28.941065,food,amenity:restaurant,restaurant,,,,POINT (28.941065 41.029976),1064222060,1064221933,0,5.18661895703623
5113610091,Yaraligoz borek,41.031121,28.94482,food,amenity:restaurant,restaurant,,,,POINT (28.94482 41.031121),1064574704,1064574706,0,5.108232692442076
5108844016,Yarenler Cafe and Restaurant,41.00911,28.97545,food,amenity:restaurant,restaurant,,,,POINT (28.97545 41.00911),275612349,3179959794,0,8.461578572091753
3499293120,Yarenler Restaurant,41.009064,28.975502,food,amenity:restaurant,restaurant,,,,POINT (28.975502 41.009064),275612349,3179959794,0,1.7655876198093277
5087168296,Yedikule kebap pilavcı,40.9942,28.922607,food,amenity:restaurant,restaurant,,,,POINT (28.922607 40.9942),1034388225,974668909,0,10.925967332074503
5087179441,Yedikule kebapçısı,40.995066,28.925905,food,amenity:restaurant,restaurant,,,,POINT (28.925905 40.995066),1034388569,1034388278,0,8.009719311082012
5110347225,Yemek odası restaurant,41.017028,28.973661,food,amenity:restaurant,restaurant,,,,POINT (28.973661 41.017028),269715285,10617341086,0,24.9987176603339
