u,v,key,osmid,bridge,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,tunnel,width,service,area,ref
27412888,8729332140,0,1450945996,yes,primary,2,50,Atatürk Bulvarı,False,False,44.971220969682854,"LINESTRING (28.9612568 41.0222611, 28.9616869 41.0225025)",,,,,,
27412888,1059526040,0,91264113,,primary_link,1,30,Unkapanı Köprülü Kavşağı,False,True,49.09866324666978,"LINESTRING (28.9612568 41.0222611, 28.9611321 41.0221512, 28.9610612 41.0221017, 28.9609665 41.0220436, 28.9609052 41.0219926, 28.9608697 41.0219355)",,,,,,
27412888,12022588414,0,931815219,,primary,2,50,Atatürk Bulvarı,False,True,146.0865350601301,"LINESTRING (28.9612568 41.0222611, 28.9611025 41.022178, 28.9609303 41.02208, 28.9606696 41.0219281, 28.9604637 41.0217797, 28.9603029 41.0216538, 28.9601803 41.0215334, 28.9600799 41.0214288, 28.960023 41.021351)",,,,,,
27609492,415160891,0,1060316454,,footway,,,,False,True,29.81332077401009,"LINESTRING (28.9448547 41.0408106, 28.9445398 41.0406862)",,,,,,
30215226,12824121456,0,28351468,,pedestrian,,,Şifahane Caddesi,False,False,65.98557284890605,"LINESTRING (28.9623402 41.0163717, 28.9617522 41.0159776)",,,,,,
30215226,3085937854,0,28351468,,pedestrian,,,Şifahane Caddesi,False,True,81.06102289359339,"LINESTRING (28.9623402 41.0163717, 28.9630164 41.0168924)",,,,,,
30215226,3085937863,0,1457536053,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,13.319302268986464,"LINESTRING (28.9623402 41.0163717, 28.9624489 41.0162844)",,,,,,
30215228,10073446433,0,4741938,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,60.45048376923566,"LINESTRING (28.9631482 41.0157233, 28.9636417 41.0153272)",,,,,,
30215228,10073446430,0,1457536054,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,True,2.2425812429498846,"LINESTRING (28.9631482 41.0157233, 28.9631299 41.015738)",,,,,,
30215228,12824125145,0,505011249,,pedestrian,,,Ayşekadın Hamamı Sokağı,False,True,65.69938548978193,"LINESTRING (28.9631482 41.0157233, 28.9626463 41.0153598, 28.9625849 41.0153129)",,,,,,
30215230,311367420,0,4741938,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,True,33.89268301511707,"LINESTRING (28.9639639 41.0150553, 28.9636967 41.0152839)",,,,,,
30215230,6140854185,0,4741939,,secondary,1,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,7.410907734685765,"LINESTRING (28.9639639 41.0150553, 28.964052 41.0150505)",,,,,,
30215230,10073446335,0,28350736,,secondary,1,,Süleymaniye Caddesi,False,True,45.32868696734302,"LINESTRING (28.9639639 41.0150553, 28.9634885 41.0151038, 28.9634281 41.0151069)",,,,,,
30215232,10226426313,0,4741939,,secondary,1,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,56.34658245521367,"LINESTRING (28.9645479 41.0150127, 28.9652167 41.0149666)",,,,,,
30215232,6140854185,0,4741939,,secondary,1,,Profesör Doktor Sıddık Sami Onar Caddesi,False,True,41.81820127799954,"LINESTRING (28.9645479 41.0150127, 28.964052 41.0150505)",,,,,,
30215232,8702502533,0,586009227,,footway,,,,False,False,12.989690530857457,"LINESTRING (28.9645479 41.0150127, 28.964561 41.0151291)",,,,,,
30215237,10073446403,0,112392945,,residential,1,,Tacirhane Sokağı,False,True,29.60812557487587,"LINESTRING (28.9667135 41.0150442, 28.9667217 41.014778)",,,,,,
30215237,3083509883,0,183319306,,tertiary,1,50,Şahende Sokağı,False,True,57.778944689970054,"LINESTRING (28.9667135 41.0150442, 28.9667078 41.0155638)",,,,,,
30215237,10202092399,0,183319560,,tertiary,1,50,İsmetiye Caddesi,False,False,56.49939614678695,"LINESTRING (28.9667135 41.0150442, 28.9663359 41.0149973, 28.9660471 41.0149721)",,,,,,
30215237,30215238,0,485177523,,tertiary,1,50,İsmetiye Caddesi,False,False,64.62453324387714,"LINESTRING (28.9667135 41.0150442, 28.967156 41.0151058, 28.9672991 41.0151153, 28.9674757 41.0151177)",,,,,,
30215238,2379755808,0,330106626,,living_street,1,,Uzunçarşı Caddesi,False,True,49.31558380590573,"LINESTRING (28.9674757 41.0151177, 28.9674403 41.014675)",,,,,,
30215238,3083371801,0,28350740,,pedestrian,,,Vasif Cinar Caddesi,False,True,69.23909044176139,"LINESTRING (28.9674757 41.0151177, 28.9675187 41.0151181, 28.9682987 41.0150734)",,,,,,
30215238,30215237,0,485177523,,tertiary,1,50,İsmetiye Caddesi,False,True,64.62453324387715,"LINESTRING (28.9674757 41.0151177, 28.9672991 41.0151153, 28.967156 41.0151058, 28.9667135 41.0150442)",,,,,,
30215238,3083509850,0,1446530346,,tertiary,1,,Uzunçarşı Caddesi,False,False,49.151496754333735,"LINESTRING (28.9674757 41.0151177, 28.967524 41.0153838, 28.9675492 41.0155562)",,,,,,
30215239,2370472381,0,4741940,,residential,,,Siyavuş Paşa Sokağı,False,True,89.67613851281513,"LINESTRING (28.9661658 41.0165609, 28.9661433 41.0164056, 28.9661155 41.0160671, 28.9661143 41.015756)",,,,,,
30215239,311375340,0,110430942,,living_street,,,Fetva Yokuşu,False,False,32.2573945640061,"LINESTRING (28.9661658 41.0165609, 28.9660062 41.0165716, 28.9657872 41.016608)",,,,,,
30215239,2379738142,0,132277800,,steps,,,Fetva Yokuşu,False,False,58.949469209880455,"LINESTRING (28.9661658 41.0165609, 28.9667656 41.0165333, 28.9668673 41.0165322)",,,,,,
30215244,1277519272,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,True,46.97009680421237,"LINESTRING (28.9659276 41.0141074, 28.9659491 41.0145295)",,,,,,
30215244,10091718887,0,112392943,,living_street,1,,Nargileci Sokağı,False,False,66.34919837874604,"LINESTRING (28.9659276 41.0141074, 28.9663833 41.0141247, 28.9667176 41.0141338)",,,,,,
30215244,30215246,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,False,99.48537138141671,"LINESTRING (28.9659276 41.0141074, 28.9659411 41.0137604, 28.9659734 41.0132134)",,,,,,
30215246,1455438413,0,132277810,,living_street,1,,Semaver Sokağı,False,True,62.14883038925754,"LINESTRING (28.9659734 41.0132134, 28.966714 41.0132235)",,,,,,
30215246,1455438406,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,False,24.34436483011994,"LINESTRING (28.9659734 41.0132134, 28.9659785 41.0129945)",,,,,,
30215246,30215244,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,True,99.48537138141671,"LINESTRING (28.9659734 41.0132134, 28.9659411 41.0137604, 28.9659276 41.0141074)",,,,,,
30215248,30215250,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,False,68.88094824998566,"LINESTRING (28.965995 41.0126222, 28.9660188 41.012003)",,,,,,
30215248,1652842418,0,28351005,,living_street,1,,Mercan Caddesi,False,False,44.467060367541876,"LINESTRING (28.965995 41.0126222, 28.9662354 41.012658, 28.9665124 41.0127084)",,,,,,
30215248,1455438406,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,True,41.42619322649705,"LINESTRING (28.965995 41.0126222, 28.9659797 41.0128883, 28.9659785 41.0129945)",,,,,,
30215248,3081960405,0,"[1317520424, 1221995835]",,service,,,,False,True,81.6272226851142,"LINESTRING (28.965995 41.0126222, 28.9658709 41.0126133, 28.9656958 41.0126122, 28.9653363 41.0126122, 28.9650285 41.0126575)",permit,,,,,
30215250,30215248,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,True,68.88094824998566,"LINESTRING (28.9660188 41.012003, 28.965995 41.0126222)",,,,,,
30215250,1652842406,0,152466237,,pedestrian,,,Şeker Ahmetpaşa Sokağı,False,False,42.20242911665119,"LINESTRING (28.9660188 41.012003, 28.9660788 41.0120137, 28.9665074 41.0120931)",,,,,,
30215250,30215252,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,False,34.394167524783455,"LINESTRING (28.9660188 41.012003, 28.96603 41.0117729, 28.9660243 41.0117309, 28.9660099 41.0116957)",,,,,,
30215252,10176882473,0,132277814,,secondary,2,,Bakırcılar Caddesi,False,False,7.3636396254082035,"LINESTRING (28.9660099 41.0116957, 28.9659829 41.0116594, 28.9659666 41.0116381)",,,,,,
30215252,3082454070,0,152466249,,pedestrian,,,Mühürdar Eminpaşa Sokağı,False,False,53.036599442704315,"LINESTRING (28.9660099 41.0116957, 28.9661038 41.0116962, 28.9665066 41.011726, 28.9665171 41.0118264)",,,,,,
30215252,30215250,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,True,34.394167524783455,"LINESTRING (28.9660099 41.0116957, 28.9660243 41.0117309, 28.96603 41.0117729, 28.9660188 41.012003)",,,,,,
30215252,7104331583,0,"[1456064949, 1427527462]",,"['pedestrian', 'footway']",,,,False,"[False, True]",136.4786338859427,"LINESTRING (28.9660099 41.0116957, 28.9659196 41.0116612, 28.9651303 41.0111817, 28.9650816 41.0111521, 28.9651447 41.0110764, 28.964884 41.0109225)",,,,,,
30215295,256099720,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,False,36.68061921472793,"LINESTRING (28.9593377 41.0107153, 28.9593283 41.0110451)",,,,,,
30215295,30215296,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,True,39.29990123901834,"LINESTRING (28.9593377 41.0107153, 28.9593505 41.010362)",,,,,,
30215295,3081584732,0,303759903,,living_street,1,,Ahmet Şuayip Sokağı,False,True,83.89920171862029,"LINESTRING (28.9593377 41.0107153, 28.9592666 41.010712, 28.9586713 41.0106839, 28.9583391 41.0106864)",,,,,,
30215296,30215295,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,False,39.29990123901834,"LINESTRING (28.9593505 41.010362, 28.9593377 41.0107153)",,,,,,
30215296,256099861,0,23639624,,living_street,1,,Kurultay Sokağı,False,True,84.51939429766804,"LINESTRING (28.9593505 41.010362, 28.9592846 41.0103596, 28.9583444 41.0103249)",,,,,,
30215296,10080802290,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,True,74.18996591495285,"LINESTRING (28.9593505 41.010362, 28.9593521 41.0099996, 28.9593651 41.0097396, 28.9593634 41.009695)",,,,,,
31678562,11279359852,0,229361138,,pedestrian,,,Ordu Caddesi,False,False,155.52830237006563,"LINESTRING (28.9612865 41.009673, 28.9604102 41.0096713, 28.9600052 41.0096805, 28.9597925 41.0096866, 28.9595036 41.0096952, 28.9594335 41.0096951)",,,,,,
31678562,10119894402,0,229361138,,pedestrian,,,Ordu Caddesi,False,True,120.48859740104379,"LINESTRING (28.9612865 41.009673, 28.9616579 41.0096655, 28.9618009 41.0096641, 28.9620682 41.0096593, 28.9623718 41.0096394, 28.9625851 41.009617, 28.962717 41.0095994)",,,,,,
31678562,5011983663,0,"[236291151, 1464240183, 236291150, 1099642527]",,"['pedestrian', 'footway', 'steps']",,,Kimyager Dervişpaşa Sokağı,False,"[False, True]",133.56234311775626,"LINESTRING (28.9612865 41.009673, 28.9612877 41.0097285, 28.9612837 41.0098105, 28.961268 41.0098129, 28.9612299 41.0102032, 28.9611784 41.0108022, 28.9612335 41.0108453)",,,,,,
31678593,278366502,0,25542613,,pedestrian,,,Tayahatun Sokağı,False,False,75.62900635701814,"LINESTRING (28.9785492 41.0124357, 28.978661 41.0128862, 28.9786975 41.0131063)",,,,,,
31678593,2370332227,0,228463990,,footway,,,Hüdavendigar Caddesi,False,False,87.05157237171687,"LINESTRING (28.9785492 41.0124357, 28.9784891 41.0125163, 28.978244 41.0127022, 28.9781653 41.0127617, 28.9778478 41.0130087)",,,,,,
31678593,8025543158,0,261074774,,footway,,,,False,True,44.13381781924186,"LINESTRING (28.9785492 41.0124357, 28.9785394 41.0123713, 28.9784383 41.0120481)",,,,,,
31678593,8025543156,0,"[1153655026, 1464536187, 1153655027]",,footway,,,,False,False,38.72585826507012,"LINESTRING (28.9785492 41.0124357, 28.9786569 41.0124895, 28.9786828 41.0124853, 28.9787143 41.0124801, 28.9788408 41.0124595, 28.9789631 41.0124018)",,building_passage,,,,
31678593,8602033002,0,1464536187,,footway,,,,False,True,5.8908974104384075,"LINESTRING (28.9785492 41.0124357, 28.9785144 41.0124189, 28.9784901 41.0124071)",,,,,,
31678598,1055371734,0,183697894,,primary,3,,Reşadiye Caddesi,False,True,22.701395934035922,"LINESTRING (28.9748744 41.0172365, 28.9751074 41.0171327)",,,,,,
31678598,10132350350,0,4885626,,primary,1,30,,False,False,80.85594353763433,"LINESTRING (28.9748744 41.0172365, 28.974757 41.017279, 28.974653 41.0173136, 28.9745413 41.0173509, 28.9744106 41.0173938, 28.9742389 41.0174438, 28.9740631 41.0174856, 28.973981 41.0175069)",,,,,,
31678598,11888714138,0,91264152,,primary_link,2,30,,False,False,80.65968270399604,"LINESTRING (28.9748744 41.0172365, 28.9747548 41.0173099, 28.9745704 41.0173999, 28.974367 41.0175047, 28.9741543 41.0176206, 28.9740914 41.0176566)",,,,,,
31678600,10132350350,0,4885626,,primary,1,30,,False,True,125.91788072360369,"LINESTRING (28.9725003 41.0176784, 28.9725844 41.017657, 28.9726801 41.0176406, 28.9727728 41.0176335, 28.9733686 41.0175873, 28.9737444 41.017543, 28.9738986 41.017522, 28.973981 41.0175069)",,,,,,
31678600,2942366324,0,"[290733242, 91264149, 5169879]",,primary_link,2,30,,False,True,468.3015865818993,"LINESTRING (28.9725003 41.0176784, 28.9726788 41.0176801, 28.9729003 41.0176737, 28.9733442 41.0176545, 28.9734591 41.0176563, 28.973539 41.0176837, 28.9735718 41.0177214, 28.9735807 41.017755, 28.9735759 41.0178033, 28.9735545 41.0178373, 28.9735137 41.0178714, 28.9734471 41.0178984, 28.9733645 41.0179082, 28.973276 41.0179126, 28.9731284 41.0178982, 28.9729659 41.0178763, 28.9728033 41.0178543, 28.9723483 41.0177851, 28.9721631 41.0177512, 28.9720205 41.0177245, 28.9719616 41.0177141, 28.9718434 41.0176931, 28.9717003 41.017683, 28.9715461 41.017692, 28.9714049 41.0177106, 28.9712027 41.0177474, 28.9707987 41.0178295, 28.9699866 41.0179833, 28.9693639 41.0180888)",,yes,,,,
31678606,275606985,0,485297912,,tertiary,,,Peykhane Caddesi,False,True,57.01347108355442,"LINESTRING (28.9731154 41.0061266, 28.9727443 41.0065561)",,,,,,
31678606,1185323535,0,4885640,,secondary,,50,Peykhane Caddesi,False,False,74.11273474803423,"LINESTRING (28.9731154 41.0061266, 28.9734005 41.0058263, 28.9737097 41.0056424)",,,,,,
31678606,275587910,0,1465114517,,secondary,,,Klod Farer Caddesi,False,True,46.90126658970094,"LINESTRING (28.9731154 41.0061266, 28.9731234 41.0062265, 28.9731744 41.0065459)",,,,,,
31678611,3180525658,0,103339333,,pedestrian,,20,Atmeydanı Caddesi,False,True,31.466394160971653,"LINESTRING (28.9770894 41.0072204, 28.9768671 41.0069925)",,,,,,
31678611,11005946269,0,484934943,,pedestrian,,20,Atmeydanı Caddesi,False,False,13.445381005517797,"LINESTRING (28.9770894 41.0072204, 28.9771856 41.0073171)",,,,,,
31678611,3424583835,0,1465114527,,pedestrian,,,Dalbastı Sokağı,False,True,7.602412759939226,"LINESTRING (28.9770894 41.0072204, 28.9771168 41.0072045, 28.9771613 41.0071788)",,,,,,
31678612,3076823493,0,1465114519,,pedestrian,,20,Atmeydanı Caddesi,False,True,11.120898972873032,"LINESTRING (28.9766076 41.0075591, 28.976621 41.0076586)",,,,,,
31678612,13431435329,0,303332743,,footway,,,,False,False,12.2000537662344,"LINESTRING (28.9766076 41.0075591, 28.9765101 41.0076052, 28.9764856 41.0076187)",,,,,,
31678612,3076823029,0,1465114519,,pedestrian,,20,Atmeydanı Caddesi,False,False,30.034667945893567,"LINESTRING (28.9766076 41.0075591, 28.9765692 41.0074823, 28.9765107 41.0074158, 28.9764313 41.0073257)",,,,,,
31678616,3243465420,0,4885641,,pedestrian,,,Dalbastı Sokağı,False,False,31.738660479400348,"LINESTRING (28.9787115 41.0058551, 28.9785569 41.0061156)",,,,,,
31678616,356404378,0,4885641,,pedestrian,,,Dalbastı Sokağı,False,True,29.13907916816212,"LINESTRING (28.9787115 41.0058551, 28.9787939 41.0058144, 28.9788797 41.0057557, 28.9789782 41.0056883)",,,,,,
31678616,3279422229,0,"[331072641, 1426083318]",,"['pedestrian', 'steps']",,,Şifa Hamamı Sokağı,False,True,52.96600631782633,"LINESTRING (28.9787115 41.0058551, 28.9786809 41.0058201, 28.9786188 41.0057492, 28.9783635 41.0054577)",,,,,,
31678621,4078371621,0,4885644,,pedestrian,,,Bab-I Hümayun Caddesi,False,True,31.808662731490546,"LINESTRING (28.9813019 41.0084746, 28.9810042 41.0082975)",,,,,,
31678621,275610075,0,109156259,,pedestrian,,,Soğukçeşme Sokağı,False,False,201.28717300324263,"LINESTRING (28.9813019 41.0084746, 28.9811026 41.0087346, 28.9810836 41.0087675, 28.9810579 41.0088003, 28.9810375 41.0088191, 28.9810274 41.0088285, 28.9799324 41.0095572, 28.9796105 41.0097294)",,,,,,
31678621,277129898,0,228351371,,pedestrian,,,İshakpaşa Caddesi,False,True,72.22988371701356,"LINESTRING (28.9813019 41.0084746, 28.9813703 41.0083764, 28.9813967 41.0083017, 28.9814164 41.0082255, 28.9814754 41.0078444)",,,,,,
31678621,31678652,0,"[1465114536, 407942372, 407942375]",,pedestrian,,,,False,True,35.64232977976953,"LINESTRING (28.9813019 41.0084746, 28.9814053 41.0085651, 28.9815223 41.0086612, 28.9815823 41.0087153)",,building_passage,6,,,
31678629,311371045,0,485286936,,residential,,,Türkocağı Caddesi,False,True,43.59191705052287,"LINESTRING (28.9746557 41.0109987, 28.9742344 41.0112281)",,,,,,
31678629,269716595,0,485298864,,tertiary,,50,Kazım İsmail Gürkan Caddesi,False,False,36.0933919944988,"LINESTRING (28.9746557 41.0109987, 28.9749715 41.0107783)",,,,,,
31678629,311371023,0,1464536175,,secondary,,50,Bab-ı Ali Caddesi,False,False,48.00136610410152,"LINESTRING (28.9746557 41.0109987, 28.974385 41.0106184)",,,,,,
31678629,2768450516,0,228358142,,secondary,,50,Ankara Caddesi,False,False,73.44937723483153,"LINESTRING (28.9746557 41.0109987, 28.9747927 41.0111521, 28.9751501 41.0115438)",,,,,,
31678630,2379695095,0,24826872,,secondary,,,Nur-u Osmaniye Caddesi,False,True,25.03523525329403,"LINESTRING (28.9742002 41.0103095, 28.973904 41.0102824)",,,,,,
31678630,4776966613,0,4885635,,secondary,,50,Bab-ı Ali Caddesi,False,False,32.22556829199616,"LINESTRING (28.9742002 41.0103095, 28.9740752 41.0100812, 28.9740554 41.0100411)",,,,,,
31678630,3079788588,0,303588570,,secondary,,,Nur-u Osmaniye Caddesi,False,False,62.838765739113285,"LINESTRING (28.9742002 41.0103095, 28.9745469 41.0103334, 28.9749467 41.0103544)",,,,,,
31678630,311371023,0,1464536175,,secondary,,50,Bab-ı Ali Caddesi,False,True,37.70070889644715,"LINESTRING (28.9742002 41.0103095, 28.9742447 41.0103941, 28.974385 41.0106184)",,,,,,
31678633,311371042,0,183293015,,pedestrian,,,Celal Ferdi Gökçay Sokağı,False,True,50.38095124593952,"LINESTRING (28.9737283 41.0115634, 28.9731314 41.0116126)",,,,,,
31678633,311371045,0,485286936,,residential,,,Türkocağı Caddesi,False,False,56.50941925364401,"LINESTRING (28.9737283 41.0115634, 28.9742344 41.0112281)",,,,,,
31678633,311367476,0,4885633,,residential,,,Türkocağı Caddesi,False,False,99.28087790577874,"LINESTRING (28.9737283 41.0115634, 28.9733947 41.0118327, 28.9730993 41.0121143, 28.9730368 41.0122725)",,,,,,
31678636,2370354513,0,271921463,,secondary,1,50,Cağaloğlu Yokuşu,False,False,79.42989243572563,"LINESTRING (28.9750091 41.0130184, 28.9750547 41.0123049)",,,,,,
31678636,252233777,0,271921455,,secondary,,30,Ankara Caddesi,False,True,100.89183028948533,"LINESTRING (28.9750091 41.0130184, 28.9748517 41.0131643, 28.9747543 41.0132646, 28.9747157 41.0133634, 28.9747447 41.0134977, 28.974813 41.0136198, 28.9748554 41.0136848, 28.9749437 41.0138201)",,,,,,
31678636,10557350837,0,271921457,,tertiary,1,,Ankara Caddesi,False,False,59.22299544459737,"LINESTRING (28.9750091 41.0130184, 28.975262 41.0127958, 28.9754364 41.0126535, 28.9754618 41.0126271, 28.9754689 41.0126153)",yes,,,,,
31678636,3254384595,0,"[824940997, 824940998, 824940999, 824941000, 824941001, 319019575, 1365692985]",,"['footway', 'steps']",,,,False,"[False, True]",251.510514606835,"LINESTRING (28.9750091 41.0130184, 28.9750827 41.0130117, 28.975291 41.0129929, 28.9753575 41.0129533, 28.9753989 41.0129212, 28.9755632 41.0127936, 28.9755136 41.0127612, 28.9755002 41.0127723, 28.9753574 41.0129018, 28.9753434 41.0129159, 28.9753947 41.0129468, 28.9755874 41.0127864, 28.9755465 41.0127591, 28.9755165 41.0127823, 28.9751748 41.0130905, 28.9751449 41.0131339, 28.9751291 41.0131942, 28.9751226 41.0132319, 28.9751203 41.013293, 28.9751241 41.0133298, 28.9751993 41.0133391, 28.975806 41.0134208)",,yes,,,,
31678639,278004957,0,51984007,,pedestrian,,,Kabasakal Caddesi,False,False,65.90109904721228,"LINESTRING (28.9796692 41.0072804, 28.9795122 41.007141, 28.9791606 41.0068288)",,,,,,
31678639,277129904,0,1147323572,,pedestrian,,,Bab-I Hümayun Caddesi,False,False,134.34609857262922,"LINESTRING (28.9796692 41.0072804, 28.9799142 41.0074923, 28.9801804 41.0077226, 28.9805692 41.0080222, 28.9807783 41.0081484)",,,,,,
31678639,3076865569,0,1465114531,,pedestrian,,,Ayasofya Meydanı,False,False,54.765805536053705,"LINESTRING (28.9796692 41.0072804, 28.9796456 41.0072931, 28.9791408 41.0075695)",,,,,,
31678645,2674488920,0,335402676,,footway,,,,False,True,74.4570084517623,"LINESTRING (28.9828462 41.0110274, 28.9822969 41.0115533)",,,6,,,
31678645,11812565357,0,338677187,,pedestrian,,,,False,False,144.70238709269333,"LINESTRING (28.9828462 41.0110274, 28.9823241 41.0104706, 28.98201 41.0098985)",,,6,,,
31678645,2674488923,0,"[1396023522, 338677187, 407942382]",,"['pedestrian', 'footway']",,,,False,True,68.54592772554115,"LINESTRING (28.9828462 41.0110274, 28.9831224 41.0113219, 28.9832502 41.0115119, 28.9832862 41.0115447)",,building_passage,6,,,
31678645,2848920138,0,407942368,,pedestrian,,,,False,True,103.9272814903988,"LINESTRING (28.9828462 41.0110274, 28.9827329 41.0110171, 28.9817698 41.0105791)",,,6,,,
31678646,31678650,0,338677187,,pedestrian,,,,False,False,42.277441697785804,"LINESTRING (28.9818351 41.00958, 28.9816596 41.0092236)",,,6,,,
31678646,11812565357,0,338677187,,pedestrian,,,,False,True,38.33582693461112,"LINESTRING (28.9818351 41.00958, 28.98201 41.0098985)",,,6,,,
31678646,3424786613,0,280851779,,pedestrian,,,,False,False,14.31137626907261,"LINESTRING (28.9818351 41.00958, 28.9817547 41.0096237, 28.9817022 41.0096603)",,,6,,,
31678646,3425180081,0,303491259,,pedestrian,,,,False,False,42.71707190197836,"LINESTRING (28.9818351 41.00958, 28.9817289 41.0098194, 28.9817152 41.0099507)",,,6,,,
31678650,31678651,0,109864687,,pedestrian,,,,False,False,31.344382937776373,"LINESTRING (28.9816596 41.0092236, 28.9819123 41.009016)",,,,,,
31678650,4099648908,0,338677187,,pedestrian,,,,False,False,15.140604882218058,"LINESTRING (28.9816596 41.0092236, 28.9815977 41.0090957)",,,6,,,
31678650,31678646,0,338677187,,pedestrian,,,,False,True,42.277441697785804,"LINESTRING (28.9816596 41.0092236, 28.9818351 41.00958)",,,6,,,
31678651,31678650,0,109864687,,pedestrian,,,,False,True,31.344382937776373,"LINESTRING (28.9819123 41.009016, 28.9816596 41.0092236)",,,,,,
31678651,3186377288,0,109864687,,pedestrian,,,,False,False,38.761509757222,"LINESTRING (28.9819123 41.009016, 28.9821776 41.0088216, 28.9822483 41.008777)",,,,,,
31678651,31678652,0,335364941,,pedestrian,,,,False,False,43.41337901022546,"LINESTRING (28.9819123 41.009016, 28.9816973 41.0088204, 28.9815823 41.0087153)",,,,,,
31678652,31678654,0,303491243,,footway,,,,False,False,31.290603917431927,"LINESTRING (28.9815823 41.0087153, 28.9813197 41.0089151)",,,,,,
31678652,4099648908,0,338677187,,pedestrian,,,,False,True,42.31834305217854,"LINESTRING (28.9815823 41.0087153, 28.9815977 41.0090957)",,,6,,,
31678652,31678651,0,335364941,,pedestrian,,,,False,True,43.41337901022546,"LINESTRING (28.9815823 41.0087153, 28.9816973 41.0088204, 28.9819123 41.009016)",,,,,,
31678652,31678621,0,"[1465114536, 407942372, 407942375]",,pedestrian,,,,False,False,35.64232977976953,"LINESTRING (28.9815823 41.0087153, 28.9815223 41.0086612, 28.9814053 41.0085651, 28.9813019 41.0084746)",,building_passage,6,,,
31678654,31678652,0,303491243,,footway,,,,False,True,31.290603917431927,"LINESTRING (28.9813197 41.0089151, 28.9815823 41.0087153)",,,,,,
31678654,3078464316,0,335364942,,footway,,,,False,False,30.384361644869774,"LINESTRING (28.9813197 41.0089151, 28.9815536 41.0091237)",,,,,,
31678654,3424786604,0,"[335364944, 303491243]",,footway,,,,False,False,143.89381572116446,"LINESTRING (28.9813197 41.0089151, 28.9806724 41.0093693, 28.9808935 41.0095467, 28.9812802 41.0092978)",,,,,,
35890182,899225065,0,"[91264144, 1280824610]",,primary_link,"['1', '2']",30,,False,False,212.8465387370312,"LINESTRING (28.9717712 41.0182562, 28.9716718 41.0181434, 28.9716048 41.0180674, 28.9715663 41.018037, 28.9715106 41.0180015, 28.9714542 41.0179759, 28.9713811 41.0179559, 28.9712955 41.0179469, 28.9711725 41.0179389, 28.9709711 41.0179745, 28.9707226 41.0180157, 28.9705329 41.0180426, 28.9699162 41.0181361, 28.969449 41.0181815)",,,,,,
35890182,35890184,0,1035804767,,primary,2,30,,False,False,113.54454848246833,"LINESTRING (28.9717712 41.0182562, 28.9717356 41.0181538, 28.9717141 41.0180653, 28.9717038 41.0179633, 28.9717105 41.0178775, 28.9717589 41.0177671, 28.9717967 41.017711, 28.9718619 41.0176254, 28.9719376 41.0175678, 28.9720414 41.0175125, 28.972141 41.0174755, 28.9722579 41.017432)",,,,,,
35890184,11812527191,0,91264191,,primary,2,30,,False,True,98.21574024101099,"LINESTRING (28.9722579 41.017432, 28.9721257 41.017444, 28.9719723 41.0174797, 28.9717509 41.0175274, 28.9711274 41.017657)",,,,,,
35890184,10132350363,0,827063325,,primary,4,,Reşadiye Caddesi,False,False,48.36011551481276,"LINESTRING (28.9722579 41.017432, 28.9724409 41.01741, 28.9728292 41.0173747)",,,,,,
35890184,35890182,0,1035804767,,primary,2,30,,False,True,113.54454848246831,"LINESTRING (28.9722579 41.017432, 28.972141 41.0174755, 28.9720414 41.0175125, 28.9719376 41.0175678, 28.9718619 41.0176254, 28.9717967 41.017711, 28.9717589 41.0177671, 28.9717105 41.0178775, 28.9717038 41.0179633, 28.9717141 41.0180653, 28.9717356 41.0181538, 28.9717712 41.0182562)",,,,,,
35891069,8729332140,0,5169943,,primary,2,50,Atatürk Bulvarı,False,True,91.7597276053861,"LINESTRING (28.9625912 41.0229648, 28.9625262 41.0229429, 28.9623763 41.0228721, 28.9622519 41.0228061, 28.9620903 41.0227205, 28.9619288 41.0226349, 28.9616869 41.0225025)",,,,,,
35891069,7562871070,0,91264122,,primary_link,1,30,Unkapanı Köprülü Kavşağı,False,True,25.113323833147163,"LINESTRING (28.9625912 41.0229648, 28.9625215 41.022902, 28.9624727 41.0228623, 28.9624328 41.0228219, 28.9624066 41.0227878)",,,,,,
