u,v,key,osmid,bridge,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,tunnel,width,service,area,ref
316968648,316968647,0,28830686,,residential,,,Selamağası Sokağı,False,True,81.67100529425518,"LINESTRING (28.9250612 41.0161008, 28.9259592 41.0158173)",,,,,,
316968648,882363209,0,74725799,,residential,,,Lalezade Sokağı,False,False,26.793011843866545,"LINESTRING (28.9250612 41.0161008, 28.9249829 41.0163344)",,,,,,
316968648,818879493,0,74725799,,residential,,,Lalezade Sokağı,False,True,55.888342653718254,"LINESTRING (28.9250612 41.0161008, 28.9249356 41.0156072)",,,,,,
316968650,10628471542,0,74725593,,residential,,,Kalburcu Mehmet Çeşmesi Sokağı,False,False,66.83870409287087,"LINESTRING (28.9265563 41.0170628, 28.9262542 41.017619)",,,,,,
316968650,882582235,0,1058470936,,residential,,,,False,True,5.6074551336710465,"LINESTRING (28.9265563 41.0170628, 28.9265772 41.0170149)",,,,,,
316968650,882563460,0,74725834,,residential,,,Kalburcu Mehmet Cami Sokağı,False,True,58.49940907365392,"LINESTRING (28.9265563 41.0170628, 28.9260187 41.0168607, 28.9259297 41.0168323)",,,,,,
316968655,882267697,0,74680076,,residential,,,Kemikli Burun Sokağı,False,False,65.20964815628524,"LINESTRING (28.9258171 41.018317, 28.9259637 41.0182739, 28.9261344 41.0182656, 28.9262822 41.0182886, 28.9263612 41.0183315, 28.9264479 41.0183884, 28.9264833 41.0184473)",,,,,,
316968655,2380787603,0,74680076,,residential,,,Kemikli Burun Sokağı,False,True,241.51589136198896,"LINESTRING (28.9258171 41.018317, 28.9256148 41.0183846, 28.9255321 41.018354, 28.9254516 41.0182994, 28.9253142 41.0182388, 28.9249173 41.0181012, 28.9247972 41.0180201, 28.9246624 41.0179676, 28.924486 41.017929, 28.9243553 41.0178867, 28.924305 41.0178582, 28.9242728 41.0178228, 28.9242588 41.0177541, 28.9241663 41.0173888, 28.9241019 41.0171379, 28.9240457 41.0170098)",,,,,,
316968655,10628471542,0,74725593,,residential,,,Kalburcu Mehmet Çeşmesi Sokağı,False,True,85.85004921412283,"LINESTRING (28.9258171 41.018317, 28.9262076 41.017701, 28.9262327 41.0176586, 28.9262542 41.017619)",,,,,,
316968658,316968667,0,28830685,,secondary,,,Mevlanakapı Caddesi,False,False,71.20474203727925,"LINESTRING (28.9256306 41.0137099, 28.9252821 41.0137203, 28.9249631 41.0137039, 28.9247913 41.013663)",,,,,,
316968658,316968630,0,28830685,,secondary,,,Mevlanakapı Caddesi,False,True,85.40944105844721,"LINESTRING (28.9256306 41.0137099, 28.9259284 41.0136303, 28.92657 41.0134153)",,,,,,
316968658,316974266,0,67825158,,residential,1,,Bıçkı Sokağı,False,False,51.37679012307066,"LINESTRING (28.9256306 41.0137099, 28.9256233 41.0138409, 28.9255934 41.0139677, 28.9255295 41.014164)",,,,,,
316968661,1057575658,0,28830685,,secondary,,,Mevlanakapı Caddesi,False,False,67.06749618721432,"LINESTRING (28.9243986 41.0135403, 28.9236536 41.0133217)",,,,,,
316968661,1057575756,0,28830685,,secondary,,,Mevlanakapı Caddesi,False,True,10.555847463639532,"LINESTRING (28.9243986 41.0135403, 28.9245156 41.0135752)",,,,,,
316968661,316974255,0,28831397,,residential,,,Hasırcı Melek Sokağı,False,True,94.16246396260165,"LINESTRING (28.9243986 41.0135403, 28.9234414 41.0139824)",,,,,,
316968667,1057575756,0,28830685,,secondary,,,Mevlanakapı Caddesi,False,False,25.107815552671063,"LINESTRING (28.9247913 41.013663, 28.9245156 41.0135752)",,,,,,
316968667,316968668,0,28830688,,residential,,,Sezai Hasan Sokağı,False,False,54.649863069950214,"LINESTRING (28.9247913 41.013663, 28.9248719 41.0141507)",,,,,,
316968667,316968658,0,28830685,,secondary,,,Mevlanakapı Caddesi,False,True,71.20474203727925,"LINESTRING (28.9247913 41.013663, 28.9249631 41.0137039, 28.9252821 41.0137203, 28.9256306 41.0137099)",,,,,,
316968668,316968669,0,28830688,,residential,,,Sezai Hasan Sokağı,False,False,25.206666690474243,"LINESTRING (28.9248719 41.0141507, 28.9249454 41.0143705)",,,,,,
316968668,316968667,0,28830688,,residential,,,Sezai Hasan Sokağı,False,True,54.649863069950214,"LINESTRING (28.9248719 41.0141507, 28.9247913 41.013663)",,,,,,
316968668,316974257,0,74696380,,residential,,,Katip Murat Cami Sokağı,False,True,84.13070994635484,"LINESTRING (28.9248719 41.0141507, 28.9238791 41.0142569)",,,,,,
316968669,316968668,0,28830688,,residential,,,Sezai Hasan Sokağı,False,True,25.206666690474243,"LINESTRING (28.9249454 41.0143705, 28.9248719 41.0141507)",,,,,,
316968669,316974269,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,False,36.78194626750027,"LINESTRING (28.9249454 41.0143705, 28.9253072 41.0141837)",,,,,,
316968669,316968670,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,True,31.501046023181882,"LINESTRING (28.9249454 41.0143705, 28.9248106 41.0144764, 28.9246573 41.0145488)",,,,,,
316968670,316974258,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,True,63.52575754639075,"LINESTRING (28.9246573 41.0145488, 28.9239085 41.0146334)",,,,,,
316968670,818879493,0,74725799,,residential,,,Lalezade Sokağı,False,False,119.98281160771134,"LINESTRING (28.9246573 41.0145488, 28.9249356 41.0156072)",,,,,,
316968670,316968669,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,False,31.501046023181882,"LINESTRING (28.9246573 41.0145488, 28.9248106 41.0144764, 28.9249454 41.0143705)",,,,,,
316968672,882563460,0,74725834,,residential,,,Kalburcu Mehmet Cami Sokağı,False,False,11.213946963975463,"LINESTRING (28.9258181 41.0167768, 28.9259297 41.0168323)",,,,,,
316968672,882295304,0,74725834,,residential,,,Kalburcu Mehmet Cami Sokağı,False,True,62.18896196557745,"LINESTRING (28.9258181 41.0167768, 28.9252348 41.0164317)",,,,,,
316968672,882562135,0,74725749,,residential,,,Topkapı Karakolu Ar.,False,False,96.37745565041587,"LINESTRING (28.9258181 41.0167768, 28.9261725 41.0164529, 28.9267575 41.0165217)",,,,,,
316968676,412289916,0,74726349,,residential,,,Kaledibi Sokağı,False,True,19.76546451864944,"LINESTRING (28.9281147 41.0176585, 28.9280008 41.0175029)",,,,,,
316968676,989993675,0,1334463015,,primary,3,30,Turgut Özal Millet Caddesi,False,True,32.57252592018149,"LINESTRING (28.9281147 41.0176585, 28.9277882 41.017817)",,,,,,
316968676,1025662147,0,1334463015,,primary,3,30,Turgut Özal Millet Caddesi,False,False,187.93737170764123,"LINESTRING (28.9281147 41.0176585, 28.9287634 41.0173363, 28.9293953 41.0170316, 28.9299553 41.016755, 28.9299917 41.0167361)",,,,,,
316968678,2368765258,0,332906483,,residential,,,Büyük Saray Meydanı Caddesi,False,True,16.666532234692934,"LINESTRING (28.9275654 41.0133706, 28.927703 41.0132625)",,,,,,
316968678,13253198692,0,228244950,,residential,,,Saray Bostanı Sokağı,False,False,44.03559942927001,"LINESTRING (28.9275654 41.0133706, 28.9271198 41.0134982, 28.9270761 41.0135136)",,,,,,
316968678,316968719,0,332906483,,residential,,,Büyük Saray Meydanı Caddesi,False,False,90.42650131567122,"LINESTRING (28.9275654 41.0133706, 28.9277026 41.0135741, 28.9279317 41.01369, 28.9281322 41.0137477, 28.9282907 41.0139262)",,,,,,
316968700,316924340,0,28830690,,residential,,,Büyük Saray Meydanı Caddesi,False,False,54.26550473247619,"LINESTRING (28.9294105 41.0154076, 28.9298324 41.0157775)",,,,,,
316968700,412289922,0,28830690,,residential,,,Büyük Saray Meydanı Caddesi,False,True,27.791976182856217,"LINESTRING (28.9294105 41.0154076, 28.9291518 41.0152515)",,,,,,
316968700,913577929,0,77652426,,pedestrian,,,İskender Bostanı Sokağı,False,True,56.46457531335053,"LINESTRING (28.9294105 41.0154076, 28.929054 41.0158383)",,,,,,
316968700,882000303,0,67363407,,residential,,,Büyük Saray Meydanı Caddesi,False,False,109.02507833781753,"LINESTRING (28.9294105 41.0154076, 28.9292712 41.0152181, 28.9291045 41.0149428, 28.9288951 41.0145096)",,,,,,
316968702,1302458061,0,28830690,,residential,,,Büyük Saray Meydanı Caddesi,False,False,8.28105667152764,"LINESTRING (28.9277409 41.014694, 28.9278396 41.014694)",,,,,,
316968702,316968641,0,67648835,,residential,1,,Küçük Saray Meydanı Caddesi,False,False,17.527258025293452,"LINESTRING (28.9277409 41.014694, 28.9277699 41.0148501)",,,,,,
316968702,1302458079,0,67648835,,residential,1,,Küçük Saray Meydanı Caddesi,False,True,9.781143497699768,"LINESTRING (28.9277409 41.014694, 28.9277104 41.0146091)",,,,,,
316968706,818879533,0,28830690,,residential,,,Büyük Saray Meydanı Caddesi,False,False,18.964850916470137,"LINESTRING (28.9283324 41.0147409, 28.9285157 41.0148407)",,,,,,
316968706,1302458061,0,28830690,,residential,,,Büyük Saray Meydanı Caddesi,False,True,42.336041513831766,"LINESTRING (28.9283324 41.0147409, 28.9281745 41.014694, 28.9278396 41.014694)",,,,,,
316968706,818879506,0,67825150,,residential,,,,False,False,61.573805903879425,"LINESTRING (28.9283324 41.0147409, 28.9280824 41.0150383, 28.9278169 41.015016)",,,,,,
316968711,813584990,0,28830691,,residential,,,İbrahim Çavuş Sokağı,False,False,45.51545465701676,"LINESTRING (28.9292303 41.0141341, 28.9297117 41.0139454)",,,,,,
316968711,813584990,1,67363408,,residential,,,Hacı Cafer Sokağı,False,True,117.04881962274581,"LINESTRING (28.9292303 41.0141341, 28.9289869 41.0139236, 28.9293131 41.0136614, 28.9297117 41.0139454)",,,,,,
316968711,1302469748,0,28830691,,residential,,,İbrahim Çavuş Sokağı,False,True,40.00677916591142,"LINESTRING (28.9292303 41.0141341, 28.9291507 41.0141513, 28.9288528 41.0143459)",,,,,,
316968713,813584990,0,28830691,,residential,,,İbrahim Çavuş Sokağı,False,True,13.589274855413215,"LINESTRING (28.9298549 41.0138883, 28.9297117 41.0139454)",,,,,,
316968713,912261708,0,228244967,,residential,,,İbrahim Çavuş Sokağı,False,True,33.520613362045395,"LINESTRING (28.9298549 41.0138883, 28.9300539 41.0136269)",,,,,,
316968713,412289921,0,67363409,,residential,,,Ayık Sokağı,False,True,58.06476137120286,"LINESTRING (28.9298549 41.0138883, 28.9300325 41.0141858, 28.9301334 41.0143663)",,,,,,
316968715,912265450,0,228244967,,residential,,,İbrahim Çavuş Sokağı,False,False,21.93049570520149,"LINESTRING (28.9304517 41.0131338, 28.9303174 41.013303)",,,,,,
316968715,9492854445,0,228244967,,residential,,,İbrahim Çavuş Sokağı,False,True,4.275569823329834,"LINESTRING (28.9304517 41.0131338, 28.9304728 41.0130988)",,,,,,
316968715,316924331,0,67363410,,residential,,,Çıtak Sokağı,False,False,65.67735780343713,"LINESTRING (28.9304517 41.0131338, 28.9306293 41.0131733, 28.9308114 41.0132095, 28.9309226 41.0132332, 28.9312049 41.0132945)",,,,,,
316968719,2373172470,0,28830692,,residential,,,Kaşıkçı Mektebi Sokağı,False,False,48.21032040416446,"LINESTRING (28.9282907 41.0139262, 28.928668 41.0135992)",,,,,,
316968719,1302469748,0,"[332677985, 332906483]",,residential,,,Büyük Saray Meydanı Caddesi,False,False,66.60730564569126,"LINESTRING (28.9282907 41.0139262, 28.9284843 41.0141069, 28.9288528 41.0143459)",,,,,,
316968719,316968678,0,332906483,,residential,,,Büyük Saray Meydanı Caddesi,False,True,90.42650131567123,"LINESTRING (28.9282907 41.0139262, 28.9281322 41.0137477, 28.9279317 41.01369, 28.9277026 41.0135741, 28.9275654 41.0133706)",,,,,,
316968726,316968745,0,67648856,,residential,,,Keresteci Veli Sokağı,False,False,84.97866500301399,"LINESTRING (28.9261303 41.0126551, 28.9259491 41.0119032)",,,,,,
316968726,316968635,0,329449921,,tertiary,,,Mimar Kasım Caddesi,False,True,32.369667722482625,"LINESTRING (28.9261303 41.0126551, 28.925773 41.0127649)",,,,,,
316968726,1057575490,0,329449921,,tertiary,,,Mimar Kasım Caddesi,False,False,76.45895720586275,"LINESTRING (28.9261303 41.0126551, 28.9266792 41.0125445, 28.9270143 41.0124888)",,,,,,
316968734,316968736,0,1385395175,,tertiary,,,Yayla Caddesi,False,True,64.0916306919194,"LINESTRING (28.9279571 41.0118388, 28.9287166 41.0119003)",,,,,,
316968734,316968738,0,229987654,,residential,,,Yayla Caddesi,False,False,52.318144537159014,"LINESTRING (28.9279571 41.0118388, 28.9274825 41.0116907, 28.9273767 41.0116681)",,,,,,
316968734,1057575499,0,329449921,,tertiary,,,Mimar Kasım Caddesi,False,True,92.65770072721486,"LINESTRING (28.9279571 41.0118388, 28.9278526 41.0119949, 28.9277206 41.0121568, 28.9275833 41.0123004, 28.9273873 41.0123826, 28.9272368 41.0124273)",,,,,,
316968736,316968620,0,67648854,,residential,,,Dibekçi Ali Sokağı,False,False,87.56345806262581,"LINESTRING (28.9287166 41.0119003, 28.9284014 41.012651)",,,,,,
316968736,316968734,0,1385395175,,tertiary,,,Yayla Caddesi,False,False,64.0916306919194,"LINESTRING (28.9287166 41.0119003, 28.9279571 41.0118388)",,,,,,
316968736,316924265,0,1385395175,,tertiary,,,Yayla Caddesi,False,True,8.99417376568959,"LINESTRING (28.9287166 41.0119003, 28.9287952 41.0118453)",,,,,,
316968736,1057574445,0,91087323,,residential,,,Meсitbey Sokağı,False,False,87.20346628559037,"LINESTRING (28.9287166 41.0119003, 28.9287633 41.0116338, 28.9288441 41.011122)",,,,,,
316968738,1057574349,0,91087377,,residential,,,Evliya Ata Sokağı,False,False,29.276361863167566,"LINESTRING (28.9273767 41.0116681, 28.9274195 41.0114068)",,,,,,
316968738,1057574898,0,229987654,,residential,,,Yayla Caddesi,False,False,24.776168279914668,"LINESTRING (28.9273767 41.0116681, 28.9270882 41.0116206)",,,,,,
316968738,316968734,0,229987654,,residential,,,Yayla Caddesi,False,True,52.318144537159014,"LINESTRING (28.9273767 41.0116681, 28.9274825 41.0116907, 28.9279571 41.0118388)",,,,,,
316968745,316968726,0,67648856,,residential,,,Keresteci Veli Sokağı,False,True,84.97866500301399,"LINESTRING (28.9259491 41.0119032, 28.9261303 41.0126551)",,,,,,
316968745,1057574949,0,91087435,,residential,,,Keresteci Veli Sokağı,False,False,55.28879552436794,"LINESTRING (28.9259491 41.0119032, 28.9258566 41.0114109)",,,,,,
316968745,316974282,0,229987654,,residential,,,Yayla Caddesi,False,False,84.91119133218508,"LINESTRING (28.9259491 41.0119032, 28.924943 41.0119855)",,,,,,
316968745,1057574898,0,229987654,,residential,,,Yayla Caddesi,False,True,101.1950090478732,"LINESTRING (28.9259491 41.0119032, 28.9266564 41.0116833, 28.9267955 41.0116506, 28.9270882 41.0116206)",,,,,,
316974255,316968661,0,28831397,,residential,,,Hasırcı Melek Sokağı,False,False,94.16246396260165,"LINESTRING (28.9234414 41.0139824, 28.9243986 41.0135403)",,,,,,
316974255,10628477099,0,1140706796,,unclassified,,,,False,True,37.47303828779087,"LINESTRING (28.9234414 41.0139824, 28.9235478 41.0143097)",,,,,,
316974255,12723108267,0,"[28831397, 74724797]",,residential,,,"['Hasırcı Melek Sokağı', 'Melek Hatun Cami Sokağı']",False,"[False, True]",101.17209228609565,"LINESTRING (28.9234414 41.0139824, 28.9230851 41.0141578, 28.9228767 41.0142604, 28.9229297 41.0146595)",,,,,,
316974257,316974258,0,28831399,,residential,,,Başbakkal Sokağı,False,False,41.93755596477639,"LINESTRING (28.9238791 41.0142569, 28.9239085 41.0146334)",,,,,,
316974257,316968668,0,74696380,,residential,,,Katip Murat Cami Sokağı,False,False,84.13070994635484,"LINESTRING (28.9238791 41.0142569, 28.9248719 41.0141507)",,,,,,
316974257,10628477099,0,74696380,,residential,,,Katip Murat Cami Sokağı,False,True,28.40993838235402,"LINESTRING (28.9238791 41.0142569, 28.9235478 41.0143097)",,,,,,
316974258,316974259,0,28831399,,residential,,,Başbakkal Sokağı,False,False,45.0985977608843,"LINESTRING (28.9239085 41.0146334, 28.9240078 41.015032)",,,,,,
316974258,316974257,0,28831399,,residential,,,Başbakkal Sokağı,False,True,41.93755596477639,"LINESTRING (28.9239085 41.0146334, 28.9238791 41.0142569)",,,,,,
316974258,316968670,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,False,63.52575754639075,"LINESTRING (28.9239085 41.0146334, 28.9246573 41.0145488)",,,,,,
316974258,854576279,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,True,85.28085726870205,"LINESTRING (28.9239085 41.0146334, 28.9229228 41.0148206)",,,,,,
316974259,316974260,0,28831399,,residential,,,Başbakkal Sokağı,False,False,41.953695538725434,"LINESTRING (28.9240078 41.015032, 28.9240813 41.0154052)",,,,,,
316974259,316974258,0,28831399,,residential,,,Başbakkal Sokağı,False,True,45.0985977608843,"LINESTRING (28.9240078 41.015032, 28.9239085 41.0146334)",,,,,,
316974259,854574967,0,71897944,,residential,,,Melek Çeşmesi Sokağı,False,True,86.77855671797566,"LINESTRING (28.9240078 41.015032, 28.9229872 41.0151586)",,,,,,
316974260,316974259,0,28831399,,residential,,,Başbakkal Sokağı,False,True,41.953695538725434,"LINESTRING (28.9240813 41.0154052, 28.9240078 41.015032)",,,,,,
316974260,316974261,0,28831399,,residential,,,Başbakkal Sokağı,False,False,54.88583517554966,"LINESTRING (28.9240813 41.0154052, 28.9241311 41.015843, 28.9241397 41.0158968)",,,,,,
316974260,854574824,0,71897940,,residential,,,Melek Hatun Sokağı,False,True,81.14835647292975,"LINESTRING (28.9240813 41.0154052, 28.9236009 41.0154448, 28.9231213 41.0154936)",,,,,,
316974261,316974262,0,28831399,,residential,,,Başbakkal Sokağı,False,False,47.96375969771199,"LINESTRING (28.9241397 41.0158968, 28.9242694 41.0163169)",,,,,,
316974261,2379681791,0,74724786,,residential,,,Hatip Sokağı,False,True,29.082923553295778,"LINESTRING (28.9241397 41.0158968, 28.9238033 41.0159599)",,,,,,
316974261,316974260,0,28831399,,residential,,,Başbakkal Sokağı,False,True,54.88583517554966,"LINESTRING (28.9241397 41.0158968, 28.9241311 41.015843, 28.9240813 41.0154052)",,,,,,
316974262,316974261,0,28831399,,residential,,,Başbakkal Sokağı,False,True,47.96375969771199,"LINESTRING (28.9242694 41.0163169, 28.9241397 41.0158968)",,,,,,
316974262,882363209,0,74695626,,residential,,,Başbakkal Meydanı Sokağı,False,False,61.69759677102829,"LINESTRING (28.9242694 41.0163169, 28.9245112 41.0162647, 28.9248717 41.0162995, 28.9249829 41.0163344)",,,,,,
316974262,882267660,0,74695626,,residential,,,Başbakkal Meydanı Sokağı,False,True,72.82883270180699,"LINESTRING (28.9242694 41.0163169, 28.9238972 41.0164707, 28.9238202 41.0166358, 28.9238725 41.0167906)",,,,,,
316974266,316974269,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,True,18.779597890808365,"LINESTRING (28.9255295 41.014164, 28.9253072 41.0141837)",,,,,,
316974266,818879540,0,67825158,,residential,1,,Bıçkı Sokağı,False,False,50.443948015376606,"LINESTRING (28.9255295 41.014164, 28.9258301 41.0141175, 28.9258888 41.0142477, 28.9259193 41.0143291)",,,,,,
316974266,316968658,0,67825158,,residential,1,,Bıçkı Sokağı,False,True,51.376790123070656,"LINESTRING (28.9255295 41.014164, 28.9255934 41.0139677, 28.9256233 41.0138409, 28.9256306 41.0137099)",,,,,,
316974267,818879464,0,28831401,,residential,,,Dingil Sokağı,False,False,44.8082042949797,"LINESTRING (28.9257774 41.0153849, 28.9256576 41.0149922)",,,,,,
316974267,316968647,0,28831401,,residential,,,Dingil Sokağı,False,True,50.442187247243794,"LINESTRING (28.9257774 41.0153849, 28.9259592 41.0158173)",,,,,,
316974267,818879493,0,67825137,,residential,,,Gümüş Çayırı Sokağı,False,True,74.84868138340784,"LINESTRING (28.9257774 41.0153849, 28.9254136 41.0154886, 28.9253438 41.0155077, 28.9249356 41.0156072)",,,,,,
316974269,316974266,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,False,18.779597890808365,"LINESTRING (28.9253072 41.0141837, 28.9255295 41.014164)",,,,,,
316974269,316968669,0,71897958,,residential,,,Dutlu Bakkal Sokağı,False,True,36.78194626750027,"LINESTRING (28.9253072 41.0141837, 28.9249454 41.0143705)",,,,,,
316974269,818879464,0,28831401,,residential,,,Dingil Sokağı,False,True,94.92190851759756,"LINESTRING (28.9253072 41.0141837, 28.9254356 41.0144218, 28.9255647 41.0146653, 28.9256126 41.0148306, 28.9256576 41.0149922)",,,,,,
316974272,316974277,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,False,69.30550661382735,"LINESTRING (28.9246048 41.0106147, 28.9248381 41.0112126)",,,,,,
316974272,1057574851,0,91087466,,residential,,,Bala Tekkesi Sokağı,False,False,62.00154304153254,"LINESTRING (28.9246048 41.0106147, 28.9244628 41.0100675)",,,,,,
316974272,1057575054,0,329444894,,residential,,,Aynalı Bakkal Sokağı,False,True,46.449735839819745,"LINESTRING (28.9246048 41.0106147, 28.9240612 41.0106937)",,,,,,
316974272,1057574863,0,329444894,,residential,,,Aynalı Bakkal Sokağı,False,False,88.34870468022531,"LINESTRING (28.9246048 41.0106147, 28.9250293 41.0105705, 28.9252532 41.0105383, 28.9254309 41.0104515, 28.9255266 41.0103322)",,,,,,
316974277,316974279,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,False,28.164615927882913,"LINESTRING (28.9248381 41.0112126, 28.924861 41.0114653)",,,,,,
316974277,316974272,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,True,69.30550661382735,"LINESTRING (28.9248381 41.0112126, 28.9246048 41.0106147)",,,,,,
316974277,1057575005,0,91087440,,residential,,,Tiryakçı Sokağı,False,False,85.8948142764516,"LINESTRING (28.9248381 41.0112126, 28.925853 41.0111115)",,,,,,
316974277,1057575074,0,91087440,,residential,,,Tiryakçı Sokağı,False,True,54.80141168829617,"LINESTRING (28.9248381 41.0112126, 28.9241854 41.0112305)",,,,,,
316974279,316974282,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,False,58.25142893828636,"LINESTRING (28.924861 41.0114653, 28.924943 41.0119855)",,,,,,
316974279,316974277,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,True,28.164615927882913,"LINESTRING (28.924861 41.0114653, 28.9248381 41.0112126)",,,,,,
316974279,1057574949,0,91087430,,residential,,,Gaye Sokağı,False,False,83.75496979221221,"LINESTRING (28.924861 41.0114653, 28.9258566 41.0114109)",,,,,,
316974282,817265154,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,False,10.424058855047729,"LINESTRING (28.924943 41.0119855, 28.9249551 41.0120788)",,,,,,
316974282,316974279,0,28831403,,residential,,,Çorlulu Ali Paşa Sokağı,False,True,58.25142893828636,"LINESTRING (28.924943 41.0119855, 28.924861 41.0114653)",,,,,,
316974282,316968745,0,229987654,,residential,,,Yayla Caddesi,False,True,84.91119133218508,"LINESTRING (28.924943 41.0119855, 28.9259491 41.0119032)",,,,,,
316974282,1057575042,0,329445385,,residential,,,Güherciler Sokağı,False,False,62.25082920968909,"LINESTRING (28.924943 41.0119855, 28.9242552 41.0117756)",,,,,,
349271203,349271204,0,103456075,,tertiary,,,Küçük Ayasofya Caddesi,False,False,69.23272671731407,"LINESTRING (28.9749929 41.0036146, 28.9757516 41.0038592)",,,,,,
349271203,506381577,0,103456075,,tertiary,,,Küçük Ayasofya Caddesi,False,True,73.27162524475371,"LINESTRING (28.9749929 41.0036146, 28.9741976 41.0033426)",,,,,,
349271203,2379706612,0,103456079,,residential,,,Gelinlik Sokağı,False,False,49.093319289464446,"LINESTRING (28.9749929 41.0036146, 28.9753004 41.003239)",,,,,,
349271203,275602998,0,1470106387,,residential,,,Gelinlik Sokağı,False,False,43.38137866014064,"LINESTRING (28.9749929 41.0036146, 28.9747338 41.0039522)",,,,,,
349271204,2379706614,0,41407587,,residential,,,Kapıağası Sokağı,False,True,39.897794404927424,"LINESTRING (28.9757516 41.0038592, 28.9759901 41.0035488)",,,,,,
349271204,349271203,0,103456075,,tertiary,,,Küçük Ayasofya Caddesi,False,True,69.23272671731407,"LINESTRING (28.9757516 41.0038592, 28.9749929 41.0036146)",,,,,,
349271204,349271205,0,229360139,,tertiary,,,Küçük Ayasofya Caddesi,False,False,66.21313143316284,"LINESTRING (28.9757516 41.0038592, 28.9764783 41.0040912)",,,,,,
349271204,275602996,0,320827256,,residential,,,Şifa Hamamı Sokağı,False,True,81.04649302701814,"LINESTRING (28.9757516 41.0038592, 28.9754999 41.0041859, 28.9754272 41.0042366, 28.9752529 41.0043237, 28.9751159 41.0043816)",,,,,,
349271205,349271204,0,229360139,,tertiary,,,Küçük Ayasofya Caddesi,False,True,66.21313143316284,"LINESTRING (28.9764783 41.0040912, 28.9757516 41.0038592)",,,,,,
349271205,566635086,0,183699971,,living_street,,,Tavukhane Sokağı,False,False,33.96837578971398,"LINESTRING (28.9764783 41.0040912, 28.9765097 41.0041334, 28.9765687 41.0043388, 28.9766101 41.0043738)",,,,,,
349271205,1193429296,0,229360139,,tertiary,,,Küçük Ayasofya Caddesi,False,False,42.57656358304174,"LINESTRING (28.9764783 41.0040912, 28.9766517 41.0040916, 28.9769792 41.004141)",,,,,,
356404378,31678616,0,4885641,,pedestrian,,,Dalbastı Sokağı,False,False,29.139079168162123,"LINESTRING (28.9789782 41.0056883, 28.9788797 41.0057557, 28.9787939 41.0058144, 28.9787115 41.0058551)",,,,,,
356404378,278004986,0,484937988,,pedestrian,,,Torun Sokağı,False,True,49.852287914444936,"LINESTRING (28.9789782 41.0056883, 28.9786502 41.005382, 28.9786106 41.0053364)",,,,,,
356404378,1325246136,0,"[25512777, 1426083316]",,"['pedestrian', 'residential']",,,Utangaç Sokağı,False,False,63.410380264873105,"LINESTRING (28.9789782 41.0056883, 28.9790161 41.005718, 28.9794945 41.0061047)",,,,,,
356404378,6859766855,0,"[1426083314, 1426083317, 484937990]",,"['pedestrian', 'residential']",,,"['Dalbastı Sokağı', 'Kutlugün Sokağı']",False,False,115.9664031208091,"LINESTRING (28.9789782 41.0056883, 28.9790222 41.0056544, 28.9793749 41.0053829, 28.9799434 41.0058239)",,,,,,
364451321,11885165097,0,95033313,,residential,,,,False,True,24.701273781660927,"LINESTRING (28.9515556 41.029712, 28.951763 41.0298697)",,,,,,
364451321,364451385,0,83700038,,residential,,,Dr. Sadık Ahmet Caddesi,False,True,149.0061608128189,"LINESTRING (28.9515556 41.029712, 28.9516525 41.0296022, 28.9517763 41.0294715, 28.9518807 41.029359, 28.9521315 41.0291266, 28.9522085 41.0289776, 28.9522299 41.028953, 28.9524311 41.0287208, 28.9525507 41.0286089)",,,,,,
364451321,364451362,0,329653583,,residential,,,Yıldırım Caddesi,False,False,50.423151897664475,"LINESTRING (28.9515556 41.029712, 28.9514784 41.0298021, 28.9514143 41.0298642, 28.9512934 41.0299385, 28.9512089 41.0299823, 28.9511291 41.0300227)",,,,,,
364451360,9797231521,0,95033319,,residential,,,Fener Kireçhane Sokağı,False,True,29.27867651348857,"LINESTRING (28.9509153 41.0301604, 28.9506979 41.0299544)",,,,,,
364451360,364451362,0,329653583,,residential,,,Yıldırım Caddesi,False,True,23.581110431619507,"LINESTRING (28.9509153 41.0301604, 28.9511291 41.0300227)",,,,,,
364451360,1102729594,0,329653583,,residential,,,Yıldırım Caddesi,False,False,32.86200867913854,"LINESTRING (28.9509153 41.0301604, 28.9507606 41.0302577, 28.9506001 41.0303349)",,,,,,
364451362,364451360,0,329653583,,residential,,,Yıldırım Caddesi,False,False,23.581110431619507,"LINESTRING (28.9511291 41.0300227, 28.9509153 41.0301604)",,,,,,
