poi_id,name,poi_group,access_node
4506783904,Kanuni Sultan Suleyman 1 Turbesi,museum_historic,3085937886
4895209121,Laleli,viewpoint_attraction,269723085
4763681623,Alfred Heilbronn Botanik Bahçesi,park_garden,10617232713
5110342195,Gülsoy cafe,food,1262447343
